target,gr_code,clashscore,global_rmsd,cc_mask,cc_peaks,tempy_mi,tempy_smoc,ai,gdt_ts,tm_score,lddt,inf_all,Z_clashscore,Z_global_rmsd,Z_gdt_ts,Z_tm_score,Z_lddt,Z_inf_all,Z_cc_mask,Z_cc_peaks,Z_tempy_mi,Z_tempy_smoc,Z_ai,Z_rna,Z_em,Z_topo,Z_local
R1116,054,3.77,7.94,,,,,,36.473,0.4972,0.6475898423581304,0.83,0.4460456504446769,1.164077648257252,0.4752511250822882,0.5069240644004711,0.756946467523505,0.699601700605106,,,,,,0.5466307217140525,,0.49108759474137964,0.7282740840643055
R1116,076,3.97,16.65,,,,,,27.397,0.4046,0.5885649675936384,0.79,0.4388505654169232,0.0910454012070655,-0.2794546256963177,-0.21607301378703486,0.2573121011611067,0.32976820248787003,,,,,,-0.055219961420251824,,-0.24776381974167627,0.29354015182448834
R1116,081,0.79,12.65,,,,,,40.24,0.5316,0.6698865369791169,0.87,0.5532524173582073,0.5838271449729375,0.7884922624977807,0.7755104519776871,0.9456837572404526,1.069435198722343,,,,,,0.8193284757670227,,0.7820013572377339,1.0075594779813977
R1116,091,0.79,80.69,,,,,,8.562,0.1431,0.2304234369141412,0.46,0.5532524173582073,-2.0,-1.8456603127737792,-2.0,-2.0,-2.0,,,,,,-1.7357824028114093,,-1.9228301563868895,-2.0
R1116,097,1.39,40.88,,,,,,7.877,0.1637,0.1899015116758385,0.32,0.5316671622749461,-2.0,-1.902620806304337,-2.0,-2.0,-2.0,,,,,,-1.7565680052452002,,-1.9513104031521684,-2.0
R1116,110,55.64,13.8,,,,,,40.24,0.5439,0.6501673300092456,0.83,-1.4199996515032496,0.4421523936402492,0.7884922624977807,0.8715457010241924,0.7787644114752738,0.699601700605106,,,,,,0.6198084475587676,,0.8300189817609865,0.7391830560401899
R1116,119,1.99,16.63,,,,,,28.767,0.4089,0.5777368412472549,0.8,0.510081907191685,0.09350930992589482,-0.16553363863520146,-0.18249971533988307,0.16565406600976545,0.42222657701717925,,,,,,-1.921201401967193e-05,,-0.17401667698754225,0.2939403215134724
R1116,125,5.96,12.17,,,,,,31.849,0.4362,0.5889620415891343,0.81,0.3672594693907737,0.6429609542248422,0.09074700524973282,0.030651691080407568,0.2606732571979501,0.5146849515464885,,,,,,0.1679909639856661,,0.060699348165070194,0.3876791043722193
R1116,131,89.5,32.62,,,,,,15.068,0.2686,0.2825891786274048,0.54,-2.0,-1.8763857107781792,-1.3046603552412086,-1.277926173976029,-2.0,-1.9816911607448593,,,,,,-1.52524023816552,,-1.2912932646086188,-1.9908455803724296
R1116,147,0.2,11.89,,,,,,34.075,0.4497,0.59450419314797,0.81,0.5744779181900808,0.6774556762884533,0.2758478207227582,0.13605623271681516,0.30758651865647363,0.5146849515464885,,,,,,0.28795844477106813,,0.20595202671978668,0.41113573510148105
R1116,163,207.39,15.64,,,,,,27.568,0.4199,0.479937865488564,0.58,-2.0,0.21547279150794799,-0.26523529081496644,-0.0966145332657732,-0.6621957088360144,-1.6118576626276233,,,,,,-0.5715399461265346,,-0.1809249120403698,-1.137026685731819
R1116,177,266.21,37.92,,,,,,7.877,0.2156,0.2695981052234443,0.37,-2.0,-2.0,-1.902620806304337,-1.69173659669674,-2.0,-2.0,,,,,,-1.864785801000359,,-1.7971787015005385,-2.0
R1116,185,11.12,16.15,,,,,,40.582,0.5032,0.6625185437049216,0.85,0.18162627567472786,0.15264311917779955,0.8169309322604825,0.5537705273499856,0.8833150920699915,0.8845184496637245,,,,,,0.6930152022264312,,0.685350729805234,0.883916770866858
R1116,227,0.2,11.89,,,,,,34.075,0.4497,0.59450419314797,0.81,0.5744779181900808,0.6774556762884533,0.2758478207227582,0.13605623271681516,0.30758651865647363,0.5146849515464885,,,,,,0.28795844477106813,,0.20595202671978668,0.41113573510148105
R1116,229,16.49,10.88,,,,,,42.123,0.5433,0.6559481917413267,0.77,-0.011561757320459417,0.801883066589336,0.9450712542029495,0.8668610547292406,0.8276983092609321,0.14485145342925151,,,,,,0.724582676870298,,0.9059661544660951,0.48627488134509184
R1116,232,10.13,17.26,,,,,,39.212,0.49,0.6935747372441434,0.88,0.21724194656210868,0.01589618528276962,0.7030099451993667,0.45070830886105384,1.1461998782302092,1.1618935732516522,,,,,,0.6911879283355487,,0.5768591270302103,1.1540467257409306
R1116,235,3.18,13.4,,,,,,39.212,0.4858,0.5819381402963733,0.8,0.4672711512765504,0.4914305680168365,0.7030099451993667,0.4179157847963939,0.20121726536733495,0.42222657701717925,,,,,,0.4905116529030303,,0.5604628649978802,0.3117219211922571
R1116,238,215.07,12.99,,,,,,31.336,0.4525,0.6075505774457313,0.77,-2.0,0.5419406967528384,0.048089000605679715,0.15791791542658876,0.4180216865063109,0.14485145342925151,,,,,,-0.027638552163965203,,0.10300345801613424,0.2814365699677812
R1116,239,25.82,11.41,,,,,,46.747,0.6067,0.6356083383210175,0.76,-0.34721247386517035,0.736589485540358,1.329575374035505,1.36187201322911,0.6555253090452035,0.052393078899942255,,,,,,0.9567045547592505,,1.3457236936323076,0.35395919397257286
R1116,245,4.37,22.72,,,,,,13.356,0.1882,0.3445257352855556,0.61,0.4244603953614157,-0.6567508949576456,-1.4470200120650265,-1.9056687774995225,-1.8084336998814994,-1.3344825390396955,,,,,,-1.4750557601065477,,-1.6763443947822745,-1.5714581194605974
R1116,248,11.92,28.55,,,,,,17.979,0.3308,0.4164741459415777,0.63,0.15284593556371295,-1.3749802864964047,-1.0625990462376254,-0.7922845080660628,-1.1994040541205455,-1.149565789981077,,,,,,-0.8991785873169561,,-0.9274417771518441,-1.1744849220508113
R1116,285,1.19,4.84,,,,,,55.479,0.6608,0.6739545076631788,0.87,0.5388622473026998,1.545983499675803,2.0556761470411007,1.7842709541572321,0.9801183572835983,1.069435198722343,,,,,,1.5810817488420787,,1.9199735505991664,1.0247767780029706
R1116,287,0.79,17.99,,,,,,36.644,0.4485,0.6645301135794649,0.85,0.5532524173582073,-0.07403648295450167,0.4894704599636391,0.12668694012691245,0.9003426494120657,0.8845184496637245,,,,,,0.47459780552784153,,0.30807870004527577,0.892430549537895
R1116,385,4.37,22.72,,,,,,13.356,0.1882,0.3445257352855556,0.61,0.4244603953614157,-0.6567508949576456,-1.4470200120650265,-1.9056687774995225,-1.8084336998814994,-1.3344825390396955,,,,,,-1.4750557601065477,,-1.6763443947822745,-1.5714581194605974
R1116,392,0.0,21.22,,,,,,21.747,0.3076,0.4594256749675703,0.66,0.5816730032178344,-0.4719577410454436,-0.7492747548169789,-0.9734241648041853,-0.8358275099123088,-0.8721906663931492,,,,,,-0.7392624949770841,,-0.8613494598105821,-0.854009088152729
R1116,416,2.19,12.69,,,,,,40.925,0.5059,0.6380268799299473,0.84,0.5028868221639313,0.578899327535279,0.8454527560283384,0.5748514356772674,0.6759978049059774,0.7920600751344152,,,,,,0.6988492007539119,,0.7101520958528029,0.7340289400201963
R1116,434,0.2,11.89,,,,,,34.075,0.4497,0.59450419314797,0.81,0.5744779181900808,0.6774556762884533,0.2758478207227582,0.13605623271681516,0.30758651865647363,0.5146849515464885,,,,,,0.28795844477106813,,0.20595202671978668,0.41113573510148105
R1116,439,5.16,11.18,,,,,,42.295,0.6001,0.6456888942711887,0.8,0.3960398095017886,0.7649244358068956,0.9593737430894549,1.3103409039846436,0.7408553026257132,0.42222657701717925,,,,,,0.9349601014385434,,1.1348573235370494,0.5815409398214462
R1116,470,102.48,13.44,,,,,,39.212,0.6141,0.60001374039046,0.81,-2.0,0.48650275057917786,0.7030099451993667,1.4196493175335108,0.35422379076299865,0.5146849515464885,,,,,,0.649500013699645,,1.0613296313664387,0.4344543711547436
R1116,489,81.45,15.27,,,,,,36.473,0.4829,0.5856806500369127,0.81,-2.0,0.2610551028062913,0.4752511250822882,0.3952733277041285,0.2328969002717773,0.5146849515464885,,,,,,0.21695588240608876,,0.43526222639320833,0.37379092590913293
R1117,029,0.0,4.22,,,,,,64.655,0.3466,0.5067661286624788,0.63,0.74746763093224,0.317538596173544,-0.15138892570775475,0.5786602799757616,-0.3013381157811476,-0.7104927115204284,,,,,,0.0782339005876586,,0.21363567713400344,-0.505915413650788
R1117,035,0.0,4.4,,,,,,64.655,0.266,0.4703390801962492,0.59,0.74746763093224,0.2759903240612491,-0.15138892570775475,-0.2531418064323486,-0.5676962244145533,-1.1676793258900964,,,,,,-0.2894765519237623,,-0.2022653660700517,-0.8676877751523249
R1117,046,1.04,4.4,,,,,,64.655,0.266,0.4703390801962492,0.57,0.7062377586620664,0.2759903240612491,-0.15138892570775475,-0.2531418064323486,-0.5676962244145533,-1.3962726330749302,,,,,,-0.32148653801104765,,-0.2022653660700517,-0.9819844287447417
R1117,054,7.31,2.15,,,,,,83.621,0.3525,0.6616047274061168,0.78,0.4576692018024618,0.7953437254649334,1.0596657208580564,0.6395490183108462,0.8308567240790419,1.0039570923658252,,,,,,0.8338957402621143,,0.8496073695844513,0.9174069082224335
R1117,076,1.04,12.29,,,,,,43.966,0.2165,0.3735556421660782,0.62,0.7062377586620664,-1.545208936861003,-1.472463985435693,-0.7639880009385703,-1.2753861028479851,-0.8247893651128454,,,,,,-0.9491527823980195,,-1.1182259931871317,-1.0500877339804153
R1117,081,10.45,2.74,,,,,,80.172,0.3195,0.6783208767022789,0.83,0.33318670283289903,0.6591577224301894,0.8394333325840143,0.29898488864003214,0.953086827741905,1.5754403603279088,,,,,,0.7233041974861505,,0.5692091106120232,1.264263594034907
R1117,091,0.0,18.89,,,,,,30.172,0.1584,0.2093315832913017,0.44,0.74746763093224,-2.0,-2.0,-1.363587271662034,-2.0,-2.0,,,,,,-1.5589067879763245,,-1.681793635831017,-2.0
R1117,097,1.04,13.74,,,,,,37.069,0.1224,0.272605346416617,0.56,0.7062377586620664,-1.879903351098933,-1.912864908000514,-1.735111776757468,-2.0,-1.510569286667346,,,,,,-1.5959602425309067,,-1.8239883423789909,-1.755284643333673
R1117,110,90.91,3.4,,,,,,72.414,0.2703,0.5732323811270577,0.67,-2.0,0.5068140580184421,0.3440541304297614,-0.20876526832372766,0.18466956367244056,-0.2533060971507604,,,,,,-0.13014994598277874,,0.06764443105301687,-0.03431826673915993
R1117,119,0.0,2.65,,,,,,87.069,0.424,0.7425030950525012,0.82,0.74746763093224,0.679931858486337,1.279834255148836,1.377437965930944,1.4223934283991098,1.4611437067354918,,,,,,1.3084885181627717,,1.32863611053989,1.4417685675673009
R1117,125,7.31,4.03,,,,,,60.345,0.2162,0.533996859094869,0.69,0.4576692018024618,0.36139510562541055,-0.4265995935712289,-0.7670840384810321,-0.10222437585237677,-0.024712789965927722,,,,,,-0.37562258959450323,,-0.5968418160261305,-0.06346858290915225
R1117,128,3.13,2.43,,,,,,79.31,0.4121,0.694008207620707,0.84,0.6233815730421982,0.7307130799569194,0.7843911990113198,1.2546284767466205,1.0677941117210767,1.6897370139203258,,,,,,1.0763130803780052,,1.0195098378789702,1.3787655628207012
R1117,131,72.63,14.45,,,,,,30.172,0.1774,0.3138641157320372,0.53,-2.0,-2.0,-2.0,-1.1675048939727775,-1.7118563290084123,-1.853459247444597,,,,,,-1.6681660783808854,,-1.5837524469863888,-1.7826577882265047
R1117,147,0.0,11.91,,,,,,50.0,0.2424,0.4088363748911,0.66,0.74746763093224,-1.45749591795727,-1.0871690504268294,-0.4966967597726887,-1.017409966006993,-0.3676027507431774,,,,,,-0.6387928904159239,,-0.791932905099759,-0.6925063583750852
R1117,163,34.48,3.84,,,,,,64.655,0.1851,0.5343120959237012,0.65,-0.6194612112558248,0.4052516150772773,-0.15138892570775475,-1.088039930382921,-0.09991933360946295,-0.4818994043355944,,,,,,-0.5374920618780095,,-0.6197144280453378,-0.29090936897252867
R1117,177,196.04,12.76,,,,,,41.379,0.1697,0.3779488972442569,0.62,-2.0,-1.6536960918208838,-1.6376542401370404,-1.2469698575626342,-1.2432621959535624,-0.8247893651128454,,,,,,-1.3867144776998592,,-1.4423120488498373,-1.0340257805332038
R1117,185,0.0,3.73,,,,,,63.793,0.1912,0.5673288550598377,0.75,0.74746763093224,0.4306422258125685,-0.20643105928044966,-1.0250871670195278,0.14150240894151314,0.6610671315885742,,,,,,-0.24789591362271152,,-0.6157591131499888,0.40128477026504367
