target,gr_code,clashscore,global_rmsd,cc_mask,cc_peaks,tempy_mi,tempy_smoc,ai,gdt_ts,tm_score,lddt,inf_all,Z_clashscore,Z_global_rmsd,Z_gdt_ts,Z_tm_score,Z_lddt,Z_inf_all,Z_cc_mask,Z_cc_peaks,Z_tempy_mi,Z_tempy_smoc,Z_ai,Z_rna,Z_em,Z_topo,Z_local
R1107,029,0.0,17.1,,,,,,35.145,0.2801,0.4464242225154761,0.64,0.5735783647576135,-0.1866880884122101,0.15530016981471811,-0.4342474218917438,-0.08136905958162687,-0.38614483750455453,,,,,,-0.10362345743164676,,-0.13947362603851285,-0.2337569485430907
R1107,035,0.9,20.6,,,,,,19.928,0.2407,0.3475855643594637,0.51,0.5151264279257689,-0.6461414451273435,-1.041801575858506,-0.8974392667885944,-0.8509188242059043,-1.5196667798566375,,,,,,-0.8998096123963704,,-0.9696204213235502,-1.1852928020312707
R1107,054,0.45,6.43,,,,,,46.014,0.3958,0.6198424924814372,0.84,0.5443523963416912,1.2139882876307826,1.010350368521577,0.9259377673104281,1.2688515051614075,1.3577350738063418,,,,,,1.019115400676778,,0.9681440679160025,1.3132932894838747
R1107,076,6.78,18.23,,,,,,23.188,0.2987,0.4075499963185945,0.63,0.13324044062438417,-0.3350258864373816,-0.7853415843427862,-0.21558325145820523,-0.3840406273455338,-0.47333883307009944,,,,,,-0.42971067443358596,,-0.5004624179004957,-0.42868973020781664
R1107,081,0.45,8.8,,,,,,42.754,0.3328,0.5276232846066277,0.77,0.5443523963416912,0.9028727289408206,0.7538903770058566,0.1853010610032816,0.550840242787951,0.7473771048475284,,,,,,0.5207036808192885,,0.4695957190045691,0.6491086738177396
R1107,091,0.93,58.64,,,,,,18.478,0.1633,0.2260694482989074,0.27,0.5131780300313741,-2.0,-1.1558712039866637,-1.807364363108803,-1.7970334341882845,-2.0,,,,,,-1.4196095324694098,,-1.4816177835477333,-1.8985167170941422
R1107,097,0.45,17.32,,,,,,30.797,0.2087,0.337440460345599,0.56,0.5443523963416912,-0.2155680136914469,-0.1867513771516472,-1.2736356890398435,-0.9299077800619737,-1.0836968020289128,,,,,,-0.6931335617967167,,-0.7301935330957453,-1.0068022910454433
R1107,119,2.71,13.79,,,,,,31.884,0.2606,0.487110832960473,0.77,0.3975730882972814,0.24782351465267352,-0.10123849041005593,-0.6634921167010989,0.2354135847343755,0.7473771048475284,,,,,,-0.09893027548120684,,-0.3823653035555774,0.4913953447909519
R1107,125,0.45,7.81,,,,,,40.58,0.3928,0.5743077541727315,0.76,0.5443523963416912,1.032832392697387,0.5828646035226741,0.8906693527243735,0.914321731068547,0.6601831092819834,,,,,,0.7333537901546399,,0.7367669781235238,0.7872524201752652
R1107,128,29.36,5.98,,,,,,53.623,0.3972,0.6873212394442777,0.8,-1.3332537078901168,1.2730608620655852,1.6089405757127155,0.9423963607839204,1.7942355483201953,1.008959091544163,,,,,,1.0897404998244136,,1.275668468248318,1.4015973199321792
R1107,131,70.46,37.3,,,,,,19.203,0.2446,0.3257066882642456,0.66,-2.0,-2.0,-1.098836389922585,-0.8515903278267233,-1.0212659764582401,-0.2117568463734647,,,,,,-0.9709367587703991,,-0.9752133588746541,-0.6165114114158524
R1107,147,0.45,24.53,,,,,,20.29,0.2679,0.3207537819361927,0.57,0.5443523963416912,-1.1620419285246217,-1.0133235031809937,-0.5776723078750323,-1.0598289028482657,-0.9965028064633689,,,,,,-0.7420107009874887,,-0.795497905528013,-1.0281658546558172
R1107,163,23.97,14.31,,,,,,26.449,0.2963,0.4545091553723033,0.62,-0.9831915528638475,0.1795618730835678,-0.5288029241180122,-0.24379798312704906,-0.018420429025011065,-0.5605328286356444,,,,,,-0.4118354223612563,,-0.3863004536225306,-0.2894766288303277
R1107,227,0.9,25.01,,,,,,18.841,0.2718,0.3172451193058568,0.56,0.5151264279257689,-1.2250526745884116,-1.1273144626000973,-0.5318233689131618,-1.0871470651108393,-1.0836968020289128,,,,,,-0.7814742249030746,,-0.8295689157566295,-1.085421933569876
R1107,229,35.73,17.92,,,,,,26.449,0.2963,0.4067684056115947,0.59,-1.7469635274666169,-0.29433144627118424,-0.5288029241180122,-0.24379798312704906,-0.3901260291086255,-0.822114815332279,,,,,,-0.5546440352590182,,-0.3863004536225306,-0.6061204222204523
R1107,232,9.05,4.52,,,,,,66.667,0.5644,0.7278166999881063,0.88,-0.014188333384823905,1.4647185480096125,2.635095216611811,2.908022667046697,2.1095299150310947,1.7065110560685215,,,,,,2.3235287214915528,,2.771558941829254,1.908020485549808
R1107,235,4.07,19.17,,,,,,28.986,0.2711,0.4256143699416072,0.72,0.3092457170847162,-0.4584219308123033,-0.32922040924826335,-0.5400526656499077,-0.2433928815239383,0.31140712701980383,,,,,,-0.2554854345220141,,-0.43463653744908554,0.03400712274793277
R1107,238,159.82,18.18,,,,,,27.174,0.2668,0.4071676965162576,0.61,-2.0,-0.3284622670557368,-0.47176811005393354,-0.5906040598899196,-0.387017182555742,-0.6477268242011892,,,,,,-0.6501337241592341,,-0.5311860849719265,-0.5173720033784657
R1107,245,1.81,18.26,,,,,,21.014,0.2564,0.3435218590531425,0.6,0.45602502512912596,-0.3389640580663686,-0.9563673578259687,-0.7128678971215751,-0.8825585036625572,-0.7349208197667342,,,,,,-0.7205945816504156,,-0.8346176274737719,-0.8087396617146456
R1107,248,11.31,22.94,,,,,,34.42,0.3742,0.4032979729614925,0.62,-0.16096764142923364,-0.9533188321883184,0.09826535575063919,0.672005182290835,-0.4171465358501783,-0.5605328286356444,,,,,,0.12113295533399407,,0.3851352690207371,-0.4888396822429113
R1107,285,0.45,19.81,,,,,,23.913,0.2618,0.3549568709185956,0.47,0.5443523963416912,-0.5424362588973559,-0.7283067702787073,-0.6493847508666772,-0.7935264300416751,-1.868442762118817,,,,,,-0.746613956373382,,-0.6888457605726923,-1.330984596080246
R1107,287,0.9,6.48,,,,,,53.261,0.4191,0.6800660387510407,0.85,0.5151264279257689,1.2074246682491376,1.5804625030352033,1.1998557872621187,1.7377471449975848,1.4449290693718868,,,,,,1.367534492555772,,1.390159145148661,1.5913381071847357
R1107,385,3.62,18.26,,,,,,21.014,0.2636,0.3435218590531425,0.6,0.33847168550063855,-0.3389640580663686,-0.9563673578259687,-0.6282237021150443,-0.8825585036625572,-0.7349208197667342,,,,,,-0.7021759616172791,,-0.7922955299705066,-0.8087396617146456
R1107,392,4.07,16.65,,,,,,34.058,0.2873,0.5393740477903072,0.78,0.3092457170847162,-0.12761551397740686,0.06978728307312658,-0.34960322688521295,0.6423307305268936,0.8345711004130733,,,,,,0.11711122402052676,,-0.13990797190604318,0.7384509154699834
R1107,416,6.78,5.92,,,,,,47.464,0.4644,0.6022751086014624,0.78,0.13324044062438417,1.280937205323559,1.1244199966497341,1.7324088475115431,1.1320732811130818,0.8345711004130733,,,,,,1.2092101991298938,,1.4284144220806385,0.9833221907630776
R1107,434,1.36,23.54,,,,,,19.203,0.2813,0.3134192894321007,0.56,0.4852509935450483,-1.0320822647680552,-1.098836389922585,-0.4201400560573222,-1.1169346657700299,-1.0836968020289128,,,,,,-0.7409668326727494,,-0.7594882229899536,-1.1003157338994713
R1107,439,12.21,17.92,,,,,,35.507,0.2963,0.4889826860667297,0.75,-0.21941957826107827,-0.29433144627118424,0.18377824249223015,-0.24379798312704906,0.24998768098583746,0.5729891137164386,,,,,,0.06458055427108834,,-0.030009870317409454,0.411488397351138
R1107,470,97.79,6.1,,,,,,47.826,0.4199,0.5665513159608752,0.83,-2.0,1.257308175549638,1.1528980693272468,1.2092606978184002,0.8539307331369982,1.2705410782407969,,,,,,0.8862785654707733,,1.1810793835728235,1.0622359056888975
R1107,489,97.79,6.1,,,,,,47.826,0.4199,0.5665513159608752,0.83,-2.0,1.257308175549638,1.1528980693272468,1.2092606978184002,0.8539307331369982,1.2705410782407969,,,,,,0.8862785654707733,,1.1810793835728235,1.0622359056888975
R1108,029,0.0,16.25,,,,,,46.014,0.3836,0.5745223077502274,0.73,0.6299541884071844,-0.26808693924706684,0.4444313321098378,0.35025016689658817,0.1286360068193886,-0.42223947433848347,,,,,,0.28068958192952054,,0.39734074950321296,-0.14680173375954741
R1108,035,1.81,21.49,,,,,,28.261,0.2645,0.4612097675684755,0.73,0.5628491947305985,-0.9087493599280054,-0.8422286193997565,-0.6774890991763731,-0.8560207097771091,-0.42223947433848347,,,,,,-0.6194509963122757,,-0.7598588592880648,-0.6391300920577963
R1108,054,0.45,6.41,,,,,,53.261,0.4363,0.6557734299432967,0.87,0.6132706264433924,0.9349890568408029,0.9696622603242258,0.8050096910111565,0.8346872794330135,1.0994948688219868,,,,,,0.8844359711806185,,0.8873359756676911,0.9670910741275001
R1108,081,0.0,8.48,,,,,,48.913,0.3938,0.5765900389799192,0.81,0.6299541884071844,0.6819029479076839,0.6545381985226303,0.43826813930585934,0.14660405731200557,0.4473230074675002,,,,,,0.49100584474086684,,0.5464031689142448,0.29696353238975287
R1108,091,0.46,57.45,,,,,,17.391,0.1672,0.2386101023440079,0.24,0.6128998806219746,-2.0,-1.6300387739037439,-1.5171115222569707,-2.0,-2.0,,,,,,-1.4979751086684068,,-1.5735751480803573,-2.0
R1108,097,0.9,29.43,,,,,,20.29,0.1826,0.3459974631196678,0.54,0.5965870644796003,-1.8795240966086646,-1.4199319074909509,-1.3842216423449334,-1.8571858873304088,-2.0,,,,,,-1.3671504971549624,,-1.4020767749179421,-1.9285929436652043
R1108,119,0.45,16.11,,,,,,37.319,0.3105,0.5365704621408258,0.79,0.6132706264433924,-0.2509700043433776,-0.18574431585816312,-0.28054530203652245,-0.20115573226430217,0.2299323870160043,,,,,,-0.10072690525064971,,-0.2331448089473428,0.014388327375851065
R1108,125,0.0,6.56,,,,,,49.638,0.3519,0.6443299566181879,0.86,0.6299541884071844,0.9166494837297073,0.7070830340346259,0.07670411538934316,0.7352464509714183,0.9907995585962388,,,,,,0.5295143167045455,,0.39189357471198455,0.8630230047838285
R1108,128,29.39,5.48,,,,,,64.855,0.5443,0.7417145951706602,0.84,-0.45966778073914616,1.0486944101295954,1.8099447747050197,1.7369646929916756,1.581493815033745,0.7734089381447429,,,,,,1.4383603516512804,,1.7734547338483475,1.1774513765892438
R1108,131,68.69,36.97,,,,,,19.565,0.183,0.3373935002577424,0.68,-1.9166988589103195,-2.0,-1.4724767430029462,-1.380769957152413,-1.931952103035685,-0.9657160254672221,,,,,,-1.4730156543571764,,-1.4266233500776795,-1.4488340642514537
R1108,147,3.62,16.0,,,,,,36.957,0.2863,0.5542663608509554,0.76,0.4957442010540126,-0.23752098406190755,-0.2119804957965665,-0.48937225618400915,-0.0473829415988395,-0.0961535436612396,,,,,,-0.2104142945632007,,-0.35067637599028784,-0.07176824263003954
R1108,163,63.29,7.93,,,,,,40.58,0.3669,0.6014332215484237,0.75,-1.7164961153448148,0.7491480493150344,0.05059873049303278,0.2061423101088598,0.36248489926007427,-0.20484885388698756,,,,,,-0.03775649040646785,,0.12837052030094628,0.07881802268654335
R1108,227,3.16,16.95,,,,,,35.145,0.2713,0.5506376952615941,0.77,0.5127985088392223,-0.35367161376551276,-0.34330634675896055,-0.6188104509035258,-0.0789151086398053,0.01254176656450836,,,,,,-0.28626905791030566,,-0.4810583988312432,-0.03318667103764847
R1108,229,34.36,9.13,,,,,,40.217,0.4016,0.5643313466896028,0.76,-0.643928453983694,0.6024314644262697,0.024290074919440595,0.5055760005600082,0.040079186534343655,-0.0961535436612396,,,,,,0.11595202602031308,,0.2649330377397244,-0.02803717856344797
R1108,232,8.14,4.49,,,,,,64.13,0.5368,0.7545336600001158,0.88,0.3281670897732568,1.1697355926628261,1.7573999391930235,1.6722455956319178,1.6928881784869274,1.2081901790477347,,,,,,1.5331972304479178,,1.7148227674124707,1.4505391787673312
R1108,235,4.52,19.3,,,,,,34.783,0.2899,0.4725649134390946,0.76,0.46237707712642856,-0.6409915925060102,-0.3695425266973639,-0.45830708945132526,-0.7573474240886577,-0.0961535436612396,,,,,,-0.3441060699244312,,-0.4139248080743446,-0.4267504838749487
R1108,238,144.75,9.59,,,,,,46.014,0.3886,0.6560499962352232,0.82,-2.0,0.5461901068855767,0.4444313321098378,0.39339623180309374,0.8370905690997426,0.5560183176932469,,,,,,0.2867477988201009,,0.4189137819564658,0.6965544433964947
R1108,245,16.79,22.08,,,,,,21.739,0.1926,0.3927559903390036,0.64,0.007471954247031671,-0.9808850141649813,-1.3149147121021487,-1.2979295125319226,-1.4508663589637352,-1.400497266370214,,,,,,-1.2267458651908483,,-1.3064221123170356,-1.4256818126669746
R1108,248,12.66,18.15,,,,,,32.246,0.2849,0.4969215710123774,0.72,0.160589978492501,-0.5003881986542773,-0.5534132131717535,-0.5014531543578308,-0.5456943587270882,-0.5309347845642315,,,,,,-0.47281826721356796,,-0.5274331837647921,-0.5383145716456599
R1108,285,0.9,20.39,,,,,,25.362,0.2217,0.4332374763253462,0.57,0.5965870644796003,-0.7742591571133047,-1.0523354858125495,-1.0468194147760603,-1.0990926981639357,-2.0,,,,,,-1.0373892987600617,,-1.049577450294305,-1.5495463490819679
R1108,287,1.36,5.95,,,,,,59.058,0.5197,0.7234322600823617,0.89,0.5795327566943906,0.9912304143814961,1.3898035175146224,1.5246860536516689,1.4226250436613426,1.3168854892734827,,,,,,1.3622297367301495,,1.4572447855831456,1.3697552664674126
R1108,385,7.68,20.42,,,,,,22.826,0.212,0.4173139186692383,0.67,0.34522139755846654,-0.777927071735524,-1.23613369665175,-1.1305227806946812,-1.2374643026928691,-1.07441133569297,,,,,,-1.0491014974505013,,-1.1833282386732156,-1.1559378191929195
R1108,416,1.81,4.8,,,,,,59.058,0.5348,0.6891829276062391,0.87,0.5628491947305985,1.1318338082332287,1.3898035175146224,1.6549871696693155,1.1250071877076409,1.0994948688219868,,,,,,1.3398970856883992,,1.522395343591969,1.1122510282648137
R1108,434,4.07,17.75,,,,,,32.246,0.3093,0.546822238825853,0.74,0.4790606390902206,-0.4514826703580226,-0.5534132131717535,-0.2909003576140836,-0.11207043990594555,-0.31354416411273556,,,,,,-0.29471796250676247,,-0.42215678539291857,-0.21280730200934056
R1108,439,4.07,14.82,,,,,,36.594,0.2808,0.5140947449508552,0.8,0.4790606390902206,-0.09324967558795572,-0.23828915137015869,-0.5368329275811653,-0.39646391135842834,0.33862769724175223,,,,,,-0.22568183315750745,,-0.387561039475662,-0.028918107058338055
R1108,470,86.6,5.28,,,,,,52.174,0.4732,0.6555084475798277,0.87,-2.0,1.0731471742777228,0.8908812448738267,1.123427650021167,0.8323846511135811,1.0994948688219868,,,,,,0.7462545716236105,,1.007154447447497,0.9659397599677839
R1108,489,86.6,5.28,,,,,,52.174,0.4732,0.6555084475798277,0.87,-2.0,1.0731471742777228,0.8908812448738267,1.123427650021167,0.8323846511135811,1.0994948688219868,,,,,,0.7462545716236105,,1.007154447447497,0.9659397599677839
R1116,029,12.51,21.46,,,,,,32.877,0.4328,0.4776881676607101,0.63,0.1316204347318395,-0.5015246456713961,0.17622932254814716,0.004105362075683041,-0.6812389741239372,-1.149565789981077,,,,,,-0.1577706644108634,,0.0901673423119151,-0.915402382052507
R1116,035,11.32,22.32,,,,,,20.548,0.3198,0.5187952239334312,0.74,0.1744311906469741,-0.6074727205810586,-0.8489764069967441,-0.8781696901401727,-0.3332755418287795,-0.13252367015867625,,,,,,-0.619404334656823,,-0.8635730485684584,-0.2328996059937279
