,target,gr_code,model,tm_score,gdt_ts,global_rmsd,lddt,clashscore,inf_all,zscore_gdt_ts,zscore_clashscore,zscore_inf_all,zscore_tm_score,zscore_lddt,zscore_global_rmsd,z_rna
30,R1107,119,4,0.2236,27.174,19.22,0.4849416355635099,2.71,0.7,-0.2045840183297374,0.5541042075979989,0.3580073254012958,-0.714433624726366,0.3979192114190417,-0.24743843145351066,-0.16567304661632565
31,R1107,119,5,0.2211,30.797,14.98,0.487110832960473,6.33,0.7,0.08863390208485653,0.3797396613402647,0.3580073254012958,-0.7435595147214968,0.41527379198491376,0.310059692586905,-0.09000342609391518
32,R1107,125,1,0.3928,40.58,7.82,0.5743077541727315,0.45,0.76,0.8803951263233248,0.6629616315047612,0.8287091306245645,1.2568066101440907,1.1128894153453053,1.2514952039381733,1.0103471996941022
33,R1107,125,2,0.3924,40.58,7.81,0.5742780197436609,0.45,0.76,0.8803951263233248,0.6629616315047612,0.8287091306245645,1.2521464677448702,1.1126515261861127,1.2528100580043064,1.008764082749463
34,R1107,125,3,0.2577,35.87,9.78,0.4534217248234341,1.81,0.73,0.49920373654890116,0.5974545091537892,0.5933582280129301,-0.3171564851927811,0.14574537461950826,0.9937838069760944,0.20285824321057724
35,R1107,125,4,0.2396,15.217,19.42,0.2883333427728346,60.15,0.42,-1.1722921812878655,-2.0,-1.838601098973956,-0.5280279287575282,-1.175037893329138,-0.27373551277617214,-1.1101449107196846
36,R1107,125,5,0.2351,15.58,19.37,0.2948961560462838,64.68,0.41,-1.1429137365982445,-2.0,-1.917051399844501,-0.5804545307487639,-1.1225323574787343,-0.26716124244550676,-1.1210707254477406
37,R1107,128,1,0.3412,46.739,16.19,0.5936209738167113,48.33,0.75,1.3788574977926826,-1.6432744112632807,0.7502588297540197,0.6556482406445898,1.2674040882686082,0.1509623505848051,0.7934369099599793
38,R1107,128,2,0.2885,32.971,17.64,0.5317464587710902,115.02,0.76,0.2645808408045159,-2.0,0.8287091306245645,0.041674479547231025,0.7723794040988574,-0.03969148900448798,0.1355545069576767
39,R1107,128,3,0.3972,53.623,5.98,0.6873212394442777,29.36,0.8,1.935995826286766,-0.7295463884706794,1.1425103341067437,1.308068176535521,2.017049469161018,1.4934283521066556,1.4155041106433426
40,R1107,128,4,0.2996,31.884,20.37,0.5075638723854942,169.22,0.78,0.17660737144468636,-2.0,0.9856097323656541,0.17099343112561202,0.5789075493439398,-0.3986466490588124,0.14476492773713204
41,R1107,128,5,0.2402,31.884,14.73,0.4948545278455848,104.6,0.79,0.17660737144468636,-2.0,1.064060033236199,-0.521037715158697,0.4772269258718304,0.3429310442402314,-0.08881591134949987
42,R1107,131,1,0.1742,14.493,51.59,0.2944501396102241,111.71,0.6,-1.2308872059580742,-2.0,-0.4264956833041512,-1.2899612110301517,-1.126100694866626,-2.0,-1.2010240196007558
43,R1107,131,2,0.172,19.203,49.3,0.3165937937166904,70.46,0.66,-0.8496958161836506,-2.0,0.04420612191911753,-1.315591994225867,-0.9489412395992115,-2.0,-1.0015211598465177
44,R1107,131,3,0.1839,17.029,51.22,0.3038419714209658,80.89,0.64,-1.0256427549033102,-2.0,-0.11269447982197205,-1.176952757849044,-1.0509617047273108,-2.0,-1.0463221939861118
45,R1107,131,4,0.1719,15.58,43.97,0.3063708138171644,82.77,0.64,-1.1429137365982445,-2.0,-0.11269447982197205,-1.316757029825672,-1.0307297981407253,-2.0,-1.1294849568866425
46,R1107,131,5,0.2446,17.754,37.3,0.3257066882642456,77.41,0.59,-0.9669667978785846,-2.0,-0.5049459841746959,-0.46977614876726653,-0.8760338763342285,-2.0,-0.8182034647788993
47,R1107,147,1,0.253,18.841,27.95,0.3142957471270878,3.17,0.55,-0.8789933285187548,0.5319473868028172,-0.8187471876568743,-0.37191315838362693,-0.9673266731882526,-1.3953060311876688,-0.5958991126728667
48,R1107,147,2,0.2405,17.029,27.02,0.3191282998136642,6.33,0.55,-1.0256427549033102,0.3797396613402647,-0.8187471876568743,-0.5175426083592813,-0.9286640207918285,-1.2730246030372947,-0.7011765503652629
49,R1107,147,3,0.2481,18.841,24.53,0.3111481454211811,3.62,0.56,-0.8789933285187548,0.5102722360249221,-0.7402968867863294,-0.4289999027740836,-0.9925089398970874,-0.9456259405701638,-0.6100757857642962
50,R1107,147,4,0.2679,20.29,25.78,0.3102929266041016,2.71,0.54,-0.7617223468238208,0.5541042075979989,-0.8971974885274191,-0.1983228540126467,-0.9993510852376793,-1.1099826988367958,-0.5109082880329598
51,R1107,147,5,0.2621,17.029,26.16,0.3207537819361927,0.45,0.57,-1.0256427549033102,0.6629616315047612,-0.6618465859157856,-0.26589491880135063,-0.9156594134226239,-1.1599471533498518,-0.5724540051934581
52,R1107,163,1,0.2491,26.449,14.31,0.4545091553723033,23.97,0.61,-0.2632599753544627,-0.46992624915322434,-0.3480453824336064,-0.41734954677603125,0.15444532101284322,0.39815491501781974,-0.29023036915052874
53,R1107,163,2,0.2932,26.449,17.89,0.4028916024308603,31.21,0.62,-0.2632599753544627,-0.8186553416686927,-0.2695950815630616,0.09643115273807748,-0.25851893129060205,-0.07256284065781439,-0.18984513761789407
54,R1107,163,5,0.2963,26.449,17.92,0.4067684056115947,35.73,0.59,-0.2632599753544627,-1.0363701894822168,-0.5049459841746959,0.13254725633203965,-0.22750271615394452,-0.07650740285621371,-0.22149117633873913
55,R1107,227,1,0.2171,15.942,26.66,0.3152033551763393,1.36,0.53,-1.11361622426314,0.6191296599316843,-0.9756477893979638,-0.7901609387137063,-0.9600653898052738,-1.2256898566565047,-0.8249623967317131
56,R1107,227,2,0.2396,18.841,25.62,0.309784609459513,4.98,0.56,-0.8789933285187548,0.4447651136739501,-0.7402968867863294,-0.5280279287575282,-1.0034178570543557,-1.088945033778667,-0.6499076692660175
57,R1107,227,3,0.2718,18.116,26.42,0.3054462146655868,4.52,0.52,-0.9376692855434804,0.4669219344691318,-1.0540980902685086,-0.15288646562024305,-1.0381270181861002,-1.1941333590693115,-0.5861365610723063
58,R1107,227,4,0.264,16.667,25.77,0.3172451193058568,0.9,0.56,-1.0549402672384145,0.641286480726866,-0.7402968867863294,-0.24375924240505104,-0.9437303342073704,-1.1086678447706626,-0.5899626991114622
59,R1107,227,5,0.2449,16.304,25.01,0.305709576751641,4.52,0.54,-1.0843187119280357,0.4669219344691318,-0.8971974885274191,-0.46628104196785086,-1.0360199999189648,-1.0087389357445506,-0.7196086094819992
60,R1107,229,1,0.2963,26.449,17.92,0.4067684056115947,35.73,0.59,-0.2632599753544627,-1.0363701894822168,-0.5049459841746959,0.13254725633203965,-0.22750271615394452,-0.07650740285621371,-0.22149117633873913
61,R1107,229,2,0.2963,26.449,17.92,0.4067684056115947,35.73,0.59,-0.2632599753544627,-1.0363701894822168,-0.5049459841746959,0.13254725633203965,-0.22750271615394452,-0.07650740285621371,-0.22149117633873913
62,R1107,229,3,0.2963,26.449,17.92,0.4067684056115947,35.73,0.59,-0.2632599753544627,-1.0363701894822168,-0.5049459841746959,0.13254725633203965,-0.22750271615394452,-0.07650740285621371,-0.22149117633873913
63,R1107,229,4,0.2963,26.449,17.92,0.4067684056115947,35.73,0.59,-0.2632599753544627,-1.0363701894822168,-0.5049459841746959,0.13254725633203965,-0.22750271615394452,-0.07650740285621371,-0.22149117633873913
64,R1107,229,5,0.2963,26.449,17.92,0.4067684056115947,35.73,0.59,-0.2632599753544627,-1.0363701894822168,-0.5049459841746959,0.13254725633203965,-0.22750271615394452,-0.07650740285621371,-0.22149117633873913
65,R1107,232,1,0.5644,66.667,4.52,0.7241848518659062,14.93,0.87,2.9916774586047246,-0.03449655352617553,1.6916624402005562,3.2560076994098734,2.3119753862840517,1.685397045762082,2.5801417348549274
66,R1107,232,2,0.4984,61.232,4.85,0.7210499934867441,9.05,0.85,2.551810111805575,0.2487254166383208,1.5347618384594668,2.4870842035384184,2.2868950720720145,1.642006861579691,2.1780656703176264
67,R1107,232,3,0.4872,56.522,5.94,0.7278166999881063,17.19,0.86,2.1706187220311515,-0.14335397743293782,1.6132121393300116,2.356600216360232,2.341031847871169,1.4986877683711877,1.9914073130778638
68,R1107,232,4,0.488,58.696,5.31,0.7099774584709141,11.76,0.88,2.346565660750811,0.11819284195366349,1.770112741071101,2.3659205011586737,2.198309680410708,1.5815235745375706,2.0767309268178598
69,R1107,232,5,0.4729,62.681,5.02,0.7206053929758783,10.4,0.85,2.669081093500509,0.18369996430463542,1.5347618384594668,2.1900001255880834,2.2833380627393227,1.619654342455429,2.1122645577047656
70,R1107,235,1,0.2135,28.986,25.01,0.4256143699416072,7.24,0.72,-0.057934591945181954,0.3359076897671879,0.5149079271423854,-0.8321022203066947,-0.07672630144652884,-1.0087389357445506,-0.2139139267247111
71,R1107,235,2,0.1558,19.565,26.73,0.3231509432893641,18.09,0.57,-0.8203983038485462,-0.18670427898872802,-0.6618465859157856,-1.504327761394315,-0.8964810159696067,-1.234893835119436,-0.9852583285656884
72,R1107,235,3,0.2711,24.638,31.11,0.4235442873082129,10.4,0.71,-0.40982846938450124,0.18369996430463542,0.4364576262718406,-0.16104171481887944,-0.09328791814842487,-1.8107999160857147,-0.1320855175269803
73,R1107,235,4,0.2319,26.449,28.15,0.4209673034554238,12.66,0.71,-0.2632599753544627,0.07484254039787322,0.4364576262718406,-0.6177356699425315,-0.11390497861179813,-1.42160311251033,-0.24710925577500328
74,R1107,235,5,0.1923,17.391,19.17,0.3582956225256707,4.07,0.59,-0.996345242568206,0.48859708524702694,-0.5049459841746959,-1.0790897674654043,-0.6153073578589547,-0.24086416112284573,-0.791126913994824
75,R1107,238,1,0.2668,27.174,18.18,0.4071676965162576,159.82,0.61,-0.2045840183297374,-2.0,-0.3480453824336064,-0.21113824561050482,-0.22430820458764186,-0.11069360857567291,-0.37678495302440346
76,R1107,245,1,0.2564,20.29,23.54,0.3178752060171157,1.81,0.49,-0.7617223468238208,0.5974545091537892,-1.289448992880143,-0.3323019479902488,-0.9386893496435232,-0.815455388022991,-0.5934041819906657
77,R1107,245,2,0.1753,21.014,21.4,0.3230291737226939,4.52,0.5,-0.7031273221536121,0.4669219344691318,-1.210998692009598,-1.277145819432294,-0.8974552287167767,-0.5340766178705169,-0.8847376260803379
78,R1107,245,3,0.2137,17.391,23.66,0.3435218590531425,6.33,0.6,-0.996345242568206,0.3797396613402647,-0.4264956833041512,-0.8297721491070841,-0.7335042858121615,-0.8312336368165878,-0.7220608215862804
79,R1107,245,4,0.1913,18.116,18.26,0.3280911062906724,6.33,0.5,-0.9376692855434804,0.3797396613402647,-1.210998692009598,-1.0907401234634566,-0.8569574313780086,-0.1212124411047376,-0.9029860133140744
80,R1107,245,5,0.1442,14.855,19.04,0.2912090868415239,12.21,0.47,-1.20158969362297,0.0965176911757683,-1.4463495946212326,-1.639471890971722,-1.1520306132186382,-0.22377105826311566,-1.2637749132469005
81,R1107,248,1,0.3742,34.42,23.59,0.3950870227624134,15.83,0.61,0.38185182249945043,-0.07784685508196582,-0.3480453824336064,1.040109988580317,-0.3209591715511032,-0.8220296583536564,0.38387446318833657
82,R1107,248,2,0.323,31.522,22.94,0.4032979729614925,11.31,0.6,0.14730985910958186,0.1398679927315586,-0.4264956833041512,0.4436117614800373,-0.2552677794483003,-0.7365641440550079,0.1234091067467798
83,R1107,248,3,0.2858,29.71,23.55,0.3953702078011814,14.93,0.57,0.0006604327250267093,-0.03449655352617553,-0.6618465859157856,0.010218518352489925,-0.3186935605111727,-0.8167702420891243,-0.12181591407137887
84,R1107,248,4,0.3005,29.348,23.43,0.3995344437962653,13.12,0.62,-0.02863707961007777,0.05268571960269157,-0.2695950815630616,0.18147875152385928,-0.2853777501689855,-0.8009919932955274,-0.014033903361687753
85,R1107,248,5,0.2837,29.348,22.97,0.3982742703737476,22.61,0.59,-0.02863707961007777,-0.4044191268022524,-0.5049459841746959,-0.01424722924341989,-0.2954597192966788,-0.7405087062534067,-0.1480470764519421
86,R1107,285,1,0.2447,22.826,21.1,0.3549568709185956,2.71,0.47,-0.5564778957690567,0.5541042075979989,-1.4463495946212326,-0.4686111131674614,-0.6420189120197426,-0.49463099588652554,-0.556567049009128
87,R1107,285,2,0.2517,22.464,21.29,0.3543409434592751,2.26,0.44,-0.5857754081041612,0.575779358375894,-1.6817004972328664,-0.38705862118109524,-0.6469466160315934,-0.5196132231430534,-0.5673772857218184
88,R1107,285,3,0.2618,20.29,19.81,0.3430135419085539,0.9,0.44,-0.7617223468238208,0.641286480726866,-1.6817004972328664,-0.2693900256007666,-0.7375710576288378,-0.32501482135536097,-0.5926725284386699
89,R1107,285,4,0.2532,23.913,21.66,0.3450057486562869,3.16,0.45,-0.46850442640922685,0.5324290568201038,-1.6032501963623218,-0.3695830871840167,-0.7216324839629228,-0.5682628235899765,-0.5256037515033948
90,R1107,285,5,0.2357,20.652,21.3,0.3395983303410114,0.45,0.43,-0.7324248344887163,0.6629616315047612,-1.7601507981034112,-0.5734643171499326,-0.7648943267704073,-0.5209280772091865,-0.6956802218633802
91,R1107,287,1,0.4101,52.174,6.69,0.6800660387510407,3.17,0.85,1.818724844591832,0.5319473868028172,1.5347618384594668,1.4583577689103966,1.9590045143179824,1.4000737134112085,1.5734106141648254
92,R1107,287,2,0.4191,53.261,6.48,0.6722472998306553,0.9,0.85,1.906698313951662,0.641286480726866,1.5347618384594668,1.5632109728928671,1.8964509935054843,1.4276856488000027,1.6389785730043673
93,R1107,287,3,0.3291,40.58,16.5,0.5335206130389719,1.81,0.8,0.8803951263233248,0.5974545091537892,1.1425103341067437,0.5146789330681565,0.7865734572640262,0.1102018745346805,0.755948036147989
94,R1107,287,4,0.4041,51.087,6.55,0.6764214473020962,0.9,0.84,1.7307513752320025,0.641286480726866,1.456311537588922,1.3884556329220825,1.9298461002340697,1.4184816703370713,1.5164459141731412
95,R1107,287,5,0.3404,42.029,15.86,0.5369910456890742,1.36,0.78,0.9976661080182595,0.6191296599316843,0.9856097323656541,0.6463279558461478,0.8143385205583824,0.1943525347671962,0.8245856912312807
96,R1107,385,1,0.2636,19.565,23.09,0.3310064962647893,3.62,0.5,-0.8203983038485462,0.5102722360249221,-1.210998692009598,-0.2484193848042721,-0.8336329657219177,-0.7562869550470035,-0.569328833765302
97,R1107,385,2,0.1753,21.014,21.4,0.3230291737226939,4.52,0.5,-0.7031273221536121,0.4669219344691318,-1.210998692009598,-1.277145819432294,-0.8974552287167767,-0.5340766178705169,-0.8847376260803379
98,R1107,385,3,0.2137,17.391,23.66,0.3435218590531425,6.33,0.6,-0.996345242568206,0.3797396613402647,-0.4264956833041512,-0.8297721491070841,-0.7335042858121615,-0.8312336368165878,-0.7220608215862804
99,R1107,385,4,0.1913,18.116,18.26,0.3280911062906724,6.33,0.5,-0.9376692855434804,0.3797396613402647,-1.210998692009598,-1.0907401234634566,-0.8569574313780086,-0.1212124411047376,-0.9029860133140744
100,R1107,385,5,0.1442,14.855,19.04,0.2912090868415239,12.21,0.47,-1.20158969362297,0.0965176911757683,-1.4463495946212326,-1.639471890971722,-1.1520306132186382,-0.22377105826311566,-1.2637749132469005
101,R1107,392,1,0.2873,34.058,16.65,0.5393740477903072,28.04,0.78,0.35255431016434596,-0.6659659461888536,0.9856097323656541,0.027694052349568458,0.8334036374594028,0.09047906354268485,0.2986289632170324
102,R1107,392,2,0.2289,28.261,18.02,0.5046031728051743,9.5,0.74,-0.11661054896990758,0.2270502658604257,0.671808528883475,-0.6526867379366885,0.5552205859214593,-0.089655943517544,-0.08413293412987978
103,R1107,392,3,0.2233,29.348,18.15,0.4907398492322853,5.43,0.72,-0.02863707961007777,0.423089962896055,0.5149079271423854,-0.7179287315257816,0.4443075974616312,-0.10674904637727359,-0.09369583289511316
104,R1107,392,4,0.232,27.899,17.86,0.5030994602493161,4.07,0.76,-0.14590806130501177,0.48859708524702694,0.8287091306245645,-0.6165706343427261,0.543190191299425,-0.06861827845941507,-0.04195572620482834
105,R1107,392,5,0.2393,28.986,19.61,0.4830910213351608,10.4,0.73,-0.057934591945181954,0.18369996430463542,0.5933582280129301,-0.5315230355569439,0.38311344327309177,-0.2987177400326999,-0.05911858656456956
106,R1107,416,1,0.4623,47.464,5.92,0.6022751086014624,24.42,0.78,1.4375334548174084,-0.4916013999311196,0.9856097323656541,2.066506352008729,1.3366411616489036,1.501317476503454,1.4173278473662723
107,R1107,416,2,0.3922,39.855,7.81,0.5761073950941024,14.02,0.77,0.8217191692985992,0.009335418046901292,0.9071594314951094,1.2498163965452593,1.1272873735040678,1.2528100580043064,0.9455956574100917
108,R1107,416,3,0.3898,40.217,7.74,0.5801880915027497,6.78,0.76,0.8510166816337037,0.3580645105623696,0.8287091306245645,1.2218555421499335,1.1599348285894757,1.2620140364672376,0.9693766120431649
109,R1107,416,4,0.2414,34.783,10.17,0.443412549628178,34.37,0.69,0.41123026718907163,-0.970863067131245,0.27955702453075104,-0.5070572879610341,0.06566735241314241,0.9425044983969051,-0.06969454873360459
110,R1107,416,5,0.4644,46.377,6.51,0.5961257454846146,19.45,0.76,1.3495599854575788,-0.25221140133969994,0.8287091306245645,2.0909720996046386,1.2874434179167995,1.4237410866016038,1.3903454801434347
111,R1107,434,1,0.2669,17.029,25.06,0.3097902731602884,3.17,0.53,-1.0256427549033102,0.5319473868028172,-0.9756477893979638,-0.20997321001069907,-1.0033725448335569,-1.0153132060752155,-0.6149205811833751
112,R1107,434,2,0.2465,15.942,23.54,0.3054518783663622,1.36,0.56,-1.11361622426314,0.6191296599316843,-0.7402968867863294,-0.4476404723709672,-1.0380817059653016,-0.815455388022991,-0.6911220846443492
113,R1107,434,3,0.2813,19.203,25.71,0.3116154007351484,1.81,0.55,-0.8496958161836506,0.5974545091537892,-0.8187471876568743,-0.042208083638745675,-0.9887706816812007,-1.1007787203738644,-0.47345315784524244
114,R1107,434,4,0.2607,17.754,29.39,0.3118759309708149,6.78,0.53,-0.9669667978785846,0.3580645105623696,-0.9756477893979638,-0.2822054171986241,-0.9866863195244646,-1.584645016710829,-0.6318437927608422
115,R1107,434,5,0.2621,17.754,26.35,0.3134192894321007,2.26,0.56,-0.9669667978785846,0.575779358375894,-0.7402968867863294,-0.26589491880135063,-0.9743387393568399,-1.18492938060638,-0.5773017456298833
116,R1107,439,1,0.2848,35.507,19.31,0.4889826860667297,12.21,0.75,0.46982529185927996,0.0965176911757683,0.7502588297540197,-0.0014318376455624302,0.4302494809588586,-0.25927211804870814,0.31173783117499637
117,R1107,439,2,0.2963,26.449,17.92,0.4067684056115947,35.73,0.59,-0.2632599753544627,-1.0363701894822168,-0.5049459841746959,0.13254725633203965,-0.22750271615394452,-0.07650740285621371,-0.22149117633873913
118,R1107,439,3,0.264,23.913,20.0,0.408182914880241,24.88,0.58,-0.46850442640922685,-0.5137582207263012,-0.5833962850452408,-0.24375924240505104,-0.21618598900948888,-0.3499970486118892,-0.3801821922554589
119,R1107,439,4,0.2848,35.507,19.31,0.4889826860667297,12.21,0.75,0.46982529185927996,0.0965176911757683,0.7502588297540197,-0.0014318376455624302,0.4302494809588586,-0.25927211804870814,0.31173783117499637
120,R1107,439,5,0.2963,26.449,17.92,0.4067684056115947,35.73,0.59,-0.2632599753544627,-1.0363701894822168,-0.5049459841746959,0.13254725633203965,-0.22750271615394452,-0.07650740285621371,-0.22149117633873913
121,R1107,470,1,0.3809,44.565,6.62,0.564294331201894,119.58,0.83,1.202910559073023,-2.0,1.3778612367183771,1.1181673737672682,1.0327774089733417,1.4092776918741399,0.9083558083248952
122,R1107,470,2,0.3811,44.565,6.93,0.5560281599202551,97.79,0.8,1.202910559073023,-2.0,1.1425103341067437,1.1204974449668783,0.966644222717752,1.3685172158240153,0.8714469876163623
123,R1107,470,3,0.3752,43.478,6.52,0.5658645922418627,102.7,0.81,1.1149370897131934,-2.0,1.2209606349772886,1.0517603445783692,1.0453402221897594,1.4224262325354706,0.8388534185764017
124,R1107,470,4,0.3765,44.203,6.69,0.5621874345134598,127.43,0.83,1.173613046737919,-2.0,1.3778612367183771,1.0669058073758375,1.0159212628362535,1.4000737134112085,0.879395763815581
125,R1107,470,5,0.4199,47.826,6.1,0.5665513159608752,106.95,0.8,1.4668309671525128,-2.0,1.1425103341067437,1.5725312576913093,1.0508343289615922,1.4776501033130591,1.1206221578314826
126,R1107,489,1,0.3809,44.565,6.62,0.564294331201894,119.58,0.83,1.202910559073023,-2.0,1.3778612367183771,1.1181673737672682,1.0327774089733417,1.4092776918741399,0.9083558083248952
127,R1107,489,2,0.3811,44.565,6.93,0.5560281599202551,97.79,0.8,1.202910559073023,-2.0,1.1425103341067437,1.1204974449668783,0.966644222717752,1.3685172158240153,0.8714469876163623
128,R1107,489,3,0.3752,43.478,6.52,0.5658645922418627,102.7,0.81,1.1149370897131934,-2.0,1.2209606349772886,1.0517603445783692,1.0453402221897594,1.4224262325354706,0.8388534185764017
129,R1107,489,4,0.3765,44.203,6.69,0.5621874345134598,127.43,0.83,1.173613046737919,-2.0,1.3778612367183771,1.0669058073758375,1.0159212628362535,1.4000737134112085,0.879395763815581
130,R1107,489,5,0.4199,47.826,6.1,0.5665513159608752,106.95,0.8,1.4668309671525128,-2.0,1.1425103341067437,1.5725312576913093,1.0508343289615922,1.4776501033130591,1.1206221578314826
