target,gr_code,model,tm_score,gdt_ts,global_rmsd,lddt,clashscore,inf_all,cc_mask,cc_peaks,tempy_mi,tempy_smoc,ai,ai_bb,ai_base
R1128,229,1,0.3356,19.223,22.31,0.7191205998619564,61.11,0.86,0.0913,-0.2553,0.011068658,0.356995506,0.320792079,0.293417367,0.356426618
R1128,229,2,0.348,21.113,27.37,0.6733297515216163,42.76,0.79,0.1718,-0.1243,0.012799669,0.392702467,0.42,0.403361345,0.44165907
R1128,229,3,0.2382,15.231,42.61,0.7051174154483278,30.39,0.83,0.0911,-0.2576,0.01117161,0.394445026,0.31960396,0.304971989,0.338650866
R1128,229,4,0.2928,17.857,27.76,0.6790013020016314,36.05,0.8,0.0908,-0.1986,0.012925173,0.437848651,0.365742574,0.340686275,0.398359161
R1128,229,5,0.3404,19.958,47.08,0.7237450586685072,23.81,0.86,0.1188,-0.2526,0.010258838,0.330088542,0.311485149,0.272759104,0.36189608
R1128,232,1,0.7869,53.046,4.33,0.8674746658718705,13.29,0.93,0.4048,0.3511,0.024065545,0.80278033,0.751881188,0.692226891,0.829535096
R1128,232,2,0.703,43.803,5.66,0.8625035295224949,11.97,0.94,0.2399,0.1404,0.021049569,0.710956501,0.620792079,0.551470588,0.711030082
R1128,232,3,0.6983,43.172,6.11,0.8674452531844137,11.58,0.94,0.2633,0.1674,0.020607105,0.722323839,0.64019802,0.577030812,0.722424795
R1128,232,4,0.7244,44.748,5.45,0.8629753090293029,9.87,0.95,0.3165,0.2421,0.022059584,0.746710142,0.683168317,0.629901961,0.752506837
R1128,232,5,0.7126,45.273,5.23,0.8627576551421221,11.45,0.94,0.2734,0.1877,0.021441736,0.739148705,0.654257426,0.582983193,0.747037375
R1128,235,1,0.4144,23.95,23.21,0.7302931072347367,106.25,0.92,0.1857,-0.0684,0.01375311,0.523491018,0.45009901,0.386904762,0.532360985
R1128,235,2,0.3689,18.592,22.27,0.7359846583422225,121.42,0.9,0.1499,-0.145,0.012637037,0.498016309,0.397425743,0.355042017,0.452597995
R1128,235,3,0.3594,20.483,19.68,0.7435327382819853,122.12,0.92,0.124,-0.1462,0.01258597,0.499008955,0.388118812,0.336134454,0.455788514
R1128,235,4,0.2378,14.181,30.06,0.6945355148396812,104.89,0.91,0.0838,-0.3256,0.008549142,0.267895283,0.248514851,0.211484594,0.296718323
R1128,235,5,0.3058,13.235,25.75,0.7059088128255004,96.33,0.9,0.0889,-0.247,0.010799545,0.414345131,0.318811881,0.274859944,0.376025524
R1128,238,1,0.292,14.601,26.76,0.5587202735772102,405.24,0.7,0.1051,-0.2591,0.0086809,0.39164374,0.351683168,0.31337535,0.401549681
R1128,238,2,0.2684,18.487,26.53,0.6762365093806865,317.63,0.78,0.1338,-0.2148,0.009900586,0.581850209,0.406732673,0.367997199,0.45715588
R1128,238,3,0.2811,16.071,29.71,0.5469371588128255,342.57,0.64,0.1086,-0.2407,0.008772394,0.433683923,0.352871287,0.318277311,0.397903373
R1128,239,1,0.2928,17.857,27.76,0.6790013020016314,36.05,0.8,0.0908,-0.1986,0.012925173,0.437848651,0.365742574,0.340686275,0.398359161
R1128,239,2,0.2547,15.546,28.24,0.6727328700508252,40.52,0.83,0.0867,-0.2699,0.010560141,0.357243059,0.299207921,0.274159664,0.331814038
R1128,239,3,0.244,13.655,24.0,0.6272228148334066,61.04,0.77,0.0848,-0.2255,0.010707432,0.331577084,0.326138614,0.303221289,0.35597083
R1128,239,4,0.3404,19.958,47.08,0.7237450586685072,23.81,0.86,0.1188,-0.2526,0.010258838,0.330088542,0.311485149,0.272759104,0.36189608
R1128,239,5,0.2393,16.176,46.21,0.6782553962477255,85.0,0.84,0.0761,-0.3044,0.009740149,0.273589175,0.269108911,0.266456583,0.272561531
R1128,245,1,0.239,8.929,40.37,0.4627843226454163,6.57,0.67,0.0821,-0.2509,0.012413169,0.454918534,0.325742574,0.296218487,0.364175023
R1128,245,2,0.1764,8.929,41.02,0.4327018102528707,7.37,0.66,0.0552,-0.2909,0.009850222,0.263574158,0.27029703,0.243347339,0.305378304
R1128,245,3,0.1822,8.508,50.59,0.4273079155424484,6.97,0.62,0.0695,-0.3765,0.0075614,0.238105999,0.207128713,0.203781513,0.211485871
R1128,245,4,0.1438,8.824,39.21,0.4284157934366568,7.89,0.64,0.0509,-0.4056,0.006118609,0.047081686,0.164158416,0.159313725,0.170464904
R1128,245,5,0.1586,10.294,44.74,0.4568570778691096,8.03,0.69,0.0986,-0.329,0.007830749,0.2113845,0.232079208,0.219187675,0.248860529
R1128,248,1,0.3373,23.424,35.24,0.7535456014306331,11.31,0.87,0.1748,-0.2083,0.010718802,0.297272554,0.351485149,0.332633053,0.376025524
R1128,248,2,0.3273,23.529,37.21,0.753172256384514,14.08,0.88,0.1416,-0.2486,0.010366492,0.305075933,0.331089109,0.307072829,0.362351869
R1128,248,3,0.3755,22.374,35.32,0.7630890380874694,11.71,0.88,0.1179,-0.229,0.011114056,0.440264825,0.334455446,0.286064426,0.397447584
R1128,248,4,0.2657,14.076,46.28,0.7165197339524377,15.26,0.87,0.144,-0.2987,0.008583013,0.272761594,0.285148515,0.261204482,0.316317229
R1128,248,5,0.3945,24.37,30.78,0.7532173558386146,12.63,0.87,0.228,-0.0734,0.013724979,0.473890707,0.455445545,0.441876751,0.473108478
R1128,285,1,0.3066,15.966,38.42,0.6463634153228337,2.1,0.82,0.0784,-0.3326,0.008522236,0.244805101,0.255496138,0.204553415,0.321786691
R1128,285,2,0.291,15.966,37.05,0.6356211175252557,1.84,0.82,0.1098,-0.3166,0.008422454,0.273010856,0.258665082,0.217863398,0.311759344
R1128,285,3,0.2689,16.597,37.83,0.6468524502729497,2.5,0.82,0.0947,-0.3319,0.008374052,0.2385164,0.247573777,0.202451839,0.306289881
R1128,285,4,0.2589,14.916,38.84,0.6499525475309029,0.92,0.83,0.0758,-0.3509,0.007925711,0.224226362,0.230144583,0.200350263,0.268915223
R1128,285,5,0.2797,15.546,33.53,0.6628302064378491,1.32,0.83,0.0933,-0.3221,0.008980638,0.308517977,0.264804912,0.232224168,0.307201459
R1128,287,1,0.668,39.181,6.68,0.8243395871243019,0.92,0.91,0.2412,0.1351,0.020172717,0.696282689,0.587920792,0.509453782,0.69006381
R1128,287,2,0.312,20.378,31.07,0.6510804260525821,0.39,0.86,0.0993,-0.2949,0.009629654,0.270697462,0.266732673,0.230042017,0.314494075
R1128,287,3,0.5821,34.034,8.94,0.7537181558637134,0.13,0.9,0.156,0.0077,0.017641254,0.60372921,0.492871287,0.425770308,0.580218778
R1128,287,4,0.3385,21.113,36.77,0.6535969755913911,0.26,0.86,0.0994,-0.2514,0.009850674,0.236612417,0.289108911,0.229691877,0.366453965
R1128,287,5,0.3125,18.908,37.4,0.6559731285687395,0.39,0.85,0.0998,-0.2853,0.009690844,0.280741591,0.276435644,0.243697479,0.31905196
R1128,392,1,0.1657,10.504,45.72,0.4301476124741168,72.31,0.63,0.0976,-0.2448,0.009862294,0.297758054,0.284356436,0.25210084,0.326344576
R1128,392,2,0.2094,9.454,47.51,0.4598481520988893,108.76,0.63,0.0641,-0.3536,0.008287783,0.321327822,0.234257426,0.218837535,0.254329991
R1128,392,3,0.1914,11.239,49.13,0.4519133933613604,99.84,0.62,0.065,-0.3671,0.007775257,0.176811723,0.221584158,0.206582633,0.241112124
R1128,392,4,0.277,10.924,41.39,0.4922954445629667,103.59,0.64,0.0592,-0.2844,0.010652939,0.353494072,0.288910891,0.25035014,0.339106655
R1128,392,5,0.4153,22.584,21.07,0.7291813076488675,97.08,0.89,0.1115,-0.1344,0.013686672,0.484615738,0.412277228,0.366596639,0.471741112
R1128,416,1,0.2691,15.756,27.36,0.720032001003953,6.05,0.9,0.0832,-0.1354,0.016272791,0.564898868,0.395721925,0.33380035,0.476298997
R1128,416,2,0.4301,24.055,14.27,0.7595328480893518,4.47,0.91,0.1798,-0.0603,0.015498678,0.561772532,0.45751634,0.39089317,0.544211486
R1128,416,3,0.4062,27.941,17.92,0.724133698312104,113.14,0.91,0.1351,-0.1383,0.01217557,0.433038518,0.40019802,0.354691877,0.459434822
R1128,416,4,0.2794,17.227,32.92,0.7285271694798268,4.6,0.88,0.1217,-0.2896,0.009112884,0.228096832,0.282970297,0.253501401,0.321330902
R1128,416,5,0.2499,19.118,37.45,0.7223775647863463,4.08,0.87,0.1341,-0.2832,0.008588254,0.154367521,0.281584158,0.260504202,0.309024613
R1128,434,1,0.3374,18.277,25.76,0.7112074104285625,0.39,0.86,0.1133,-0.1993,0.012576761,0.457551863,0.354059406,0.319677871,0.39881495
R1128,434,2,0.2896,16.807,40.74,0.6825237654514651,0.79,0.85,0.0524,-0.3277,0.009881242,0.274916373,0.256435644,0.224439776,0.298085688
R1128,434,3,0.3458,18.067,33.83,0.693419793562151,0.66,0.86,0.1155,-0.2438,0.010813496,0.338962578,0.317227723,0.274859944,0.372379216
R1128,434,4,0.3126,17.857,32.64,0.7041216979356215,0.79,0.88,0.1227,-0.2732,0.009518288,0.295386963,0.296237624,0.259803922,0.34366454
R1128,434,5,0.3476,18.697,36.43,0.7190405973520738,0.26,0.86,0.1088,-0.2633,0.010301339,0.293674786,0.302772277,0.275210084,0.338650866
R1128,439,1,0.3356,19.223,22.31,0.7191205998619564,61.11,0.86,0.0913,-0.2553,0.011068658,0.356995506,0.320792079,0.293417367,0.356426618
R1128,439,2,0.2928,17.857,27.76,0.6790013020016314,36.05,0.8,0.0908,-0.1986,0.012925173,0.437848651,0.365742574,0.340686275,0.398359161
R1128,439,3,0.2793,15.861,34.38,0.6488709449708226,117.82,0.83,0.1394,-0.2552,0.009183611,0.303892066,0.313663366,0.287114846,0.348222425
R1128,439,4,0.2691,15.756,27.36,0.720032001003953,6.05,0.9,0.0832,-0.1354,0.016272791,0.564898868,0.395721925,0.33380035,0.476298997
R1128,439,5,0.2928,17.857,27.76,0.6790013020016314,36.05,0.8,0.0908,-0.1986,0.012925173,0.437848651,0.365742574,0.340686275,0.398359161
R1128,470,1,0.2793,15.861,34.38,0.6488709449708226,117.82,0.83,0.1394,-0.2552,0.009183611,0.303892066,0.313663366,0.287114846,0.348222425
R1128,470,2,0.2748,16.071,36.16,0.6563460814456924,91.53,0.84,0.1152,-0.2758,0.008994049,0.308740316,0.295247525,0.264355742,0.335460346
R1128,470,3,0.2806,15.756,32.64,0.6530557821421848,118.13,0.83,0.1401,-0.2771,0.008826648,0.319450353,0.297029703,0.272759104,0.328623519
R1128,470,4,0.2883,16.282,36.03,0.6595846144192758,112.72,0.83,0.1163,-0.2933,0.008780897,0.266324351,0.29049505,0.25140056,0.341385597
R1128,470,5,0.2761,15.651,32.44,0.6527659691284432,110.92,0.82,0.1576,-0.2413,0.009016666,0.33016859,0.323960396,0.302170868,0.352324521
R1128,489,1,0.2793,15.861,34.38,0.6488709449708226,117.82,0.83,0.1394,-0.2552,0.009183611,0.303892066,0.313663366,0.287114846,0.348222425
R1128,489,2,0.2748,16.071,36.16,0.6563460814456924,91.53,0.84,0.1152,-0.2758,0.008994049,0.308740316,0.295247525,0.264355742,0.335460346
R1128,489,3,0.2806,15.756,32.64,0.6530557821421848,118.13,0.83,0.1401,-0.2771,0.008826648,0.319450353,0.297029703,0.272759104,0.328623519
R1128,489,4,0.2883,16.282,36.03,0.6595846144192758,112.72,0.83,0.1163,-0.2933,0.008780897,0.266324351,0.29049505,0.25140056,0.341385597
R1128,489,5,0.2761,15.651,32.44,0.6527659691284432,110.92,0.82,0.1576,-0.2413,0.009016666,0.33016859,0.323960396,0.302170868,0.352324521
R1136,029,1,0.2004,9.96,48.02,0.2777626055405271,6.49,0.46,0.061,-0.2414,0.019354244,0.251351126,0.264186396,0.258467023,0.271530758
R1136,029,2,0.1935,5.414,56.36,0.2622424854281807,2.5,0.44,0.0402,-0.2679,0.026821407,0.465756614,0.252661907,0.24442959,0.26323319
R1136,029,3,0.2138,5.08,67.08,0.2386514541618669,18.4,0.4,0.0463,-0.1929,0.029295356,0.477310885,0.319554052,0.290106952,0.357367668
R1136,029,4,0.2006,5.214,55.68,0.2589025079492456,3.75,0.44,0.0335,-0.2387,0.0240692,0.364862325,0.254916698,0.252005348,0.275250358
R1136,029,5,0.1759,3.81,56.34,0.2403599487451625,2.83,0.38,0.0318,-0.2413,0.024560283,0.389596537,0.265564324,0.258244207,0.274964235
R1136,035,1,0.24,9.759,53.88,0.534029242869408,0.5,0.82,0.0374,-0.2828,0.020784989,0.343770068,0.238381561,0.209224599,0.28583691
R1136,035,2,0.2141,11.23,53.08,0.5339468382064259,0.58,0.8,0.0313,-0.2473,0.025244584,0.42644464,0.286483778,0.24131016,0.344492132
R1136,035,3,0.2205,10.294,52.38,0.5328835591911399,0.58,0.81,0.0388,-0.2704,0.021855911,0.340915323,0.262056871,0.21902852,0.317310443
R1136,035,4,0.1891,6.083,47.66,0.3291082607438854,1.66,0.55,0.0376,-0.2544,0.018567121,0.240542341,0.248903921,0.233957219,0.268097282
R1136,035,5,0.1989,9.893,76.88,0.3665447854242977,0.92,0.56,0.0386,-0.2972,0.017203492,0.30007779,0.216459977,0.198306595,0.241773963
R1136,054,1,0.2395,11.698,43.36,0.6271096240880478,6.66,0.89,0.0347,-0.28,0.018885244,0.261773096,0.249404986,0.23083779,0.273247496
R1136,054,2,0.2528,11.631,29.41,0.6354391823386529,4.25,0.9,0.0532,-0.2442,0.021510185,0.327655778,0.263184267,0.247771836,0.28297568
R1136,054,3,0.207,11.364,38.71,0.6050010138793613,9.4,0.89,0.0554,-0.2727,0.017333864,0.258097665,0.242891144,0.227049911,0.26323319
R1136,054,4,0.2529,11.43,28.24,0.6130324484539418,6.9,0.89,0.0518,-0.2926,0.019987275,0.307938237,0.238632093,0.222816399,0.258941345
R1136,054,5,0.3805,14.773,27.29,0.6487043916076675,6.74,0.89,0.061,-0.2321,0.023941224,0.39606254,0.300263059,0.262254902,0.3490701
R1136,076,1,0.1938,9.492,44.26,0.5583179094239008,5.24,0.83,0.0681,-0.3047,0.018721123,0.281967994,0.214455718,0.198083779,0.235479256
R1136,076,2,0.2379,12.634,46.07,0.5776616490424233,2.83,0.85,0.07,-0.218,0.018764776,0.346398093,0.281347864,0.248217469,0.323891273
R1136,076,3,0.2271,9.158,39.85,0.5630563932643895,3.25,0.83,0.0561,-0.309,0.015452359,0.271492766,0.220593762,0.209893048,0.234334764
R1136,076,4,0.2975,10.829,41.75,0.5312102268069703,4.33,0.79,0.0681,-0.2374,0.021412801,0.315329714,0.263184267,0.234180036,0.300429185
R1136,076,5,0.2374,11.23,33.43,0.5713085083893125,3.41,0.84,0.0435,-0.2817,0.017227965,0.202356311,0.236627834,0.22214795,0.255221745
R1136,081,1,0.5986,25.602,12.68,0.7420779349650319,14.15,0.92,0.0853,-0.0422,0.043416279,0.678398788,0.45083302,0.397950089,0.518741059
R1136,081,2,0.6135,28.476,10.97,0.7493569416221207,12.99,0.92,0.1007,-0.0542,0.041958876,0.657211931,0.46761869,0.410650624,0.540772532
R1136,081,3,0.5938,26.136,11.82,0.7432697825120911,13.32,0.92,0.0946,-0.0646,0.041134041,0.655844463,0.450582488,0.399064171,0.516738197
R1136,081,4,0.6216,27.005,12.17,0.7444074845868766,12.57,0.92,0.0992,-0.019,0.044826755,0.68801931,0.469622949,0.414884135,0.539914163
R1136,081,5,0.4928,22.193,17.84,0.7340611692833383,11.57,0.92,0.0815,-0.1058,0.037350075,0.612302647,0.381560817,0.352049911,0.419456366
R1136,097,1,0.1629,4.679,70.1,0.2167337552797228,0.5,0.36,0.0173,-0.3295,0.015306376,0.226445311,0.156708005,0.128342246,0.197711016
R1136,097,2,0.1629,4.679,70.1,0.2167337552797228,0.5,0.36,0.0173,-0.3295,0.015306376,0.226445311,0.156708005,0.128342246,0.197711016
R1136,097,3,0.1629,4.679,70.1,0.2167337552797228,0.5,0.36,0.0173,-0.3295,0.015306376,0.226445311,0.156708005,0.128342246,0.197711016
R1136,097,4,0.1629,4.679,70.1,0.2167337552797228,0.5,0.36,0.0173,-0.3295,0.015306376,0.226445311,0.156708005,0.128342246,0.197711016
R1136,097,5,0.1629,4.679,70.1,0.2167337552797228,0.5,0.36,0.0173,-0.3295,0.015306376,0.226445311,0.156708005,0.128342246,0.197711016
R1136,110,1,0.272,12.366,49.91,0.5774433414012244,180.49,0.83,0.0965,-0.2272,0.017317472,0.283708809,0.271201303,0.246434938,0.303004292
R1136,110,2,0.2701,11.965,47.02,0.5685281060302093,82.65,0.82,0.0951,-0.2208,0.018605864,0.294479668,0.266566454,0.25802139,0.282689557
R1136,110,3,0.3005,13.57,51.99,0.5617868868726352,80.31,0.81,0.0946,-0.198,0.019489476,0.316937902,0.298509332,0.284982175,0.315879828
R1136,110,4,0.304,11.497,44.35,0.5704594383539776,49.78,0.82,0.0864,-0.222,0.018335597,0.268930962,0.276086684,0.267156863,0.287553648
R1136,110,5,0.2517,12.5,43.16,0.5420145135751975,17.98,0.8,0.0811,-0.2601,0.016024249,0.191700726,0.236377302,0.231283422,0.242918455
R1136,119,1,0.4635,20.789,18.5,0.6810173740093104,3.08,0.91,0.0653,-0.1793,0.030822599,0.485369432,0.342603031,0.286096257,0.419742489
R1136,119,2,0.3347,16.377,22.52,0.6817078905700591,3.25,0.9,0.0492,-0.2239,0.025009206,0.394137074,0.272704497,0.24754902,0.305007153
R1136,119,3,0.3238,14.372,28.61,0.6774744049391025,3.25,0.9,0.0347,-0.2378,0.027388534,0.42469395,0.288738569,0.267156863,0.316452074
R1136,119,4,0.3843,17.848,23.93,0.7015320364306269,3.83,0.92,0.075,-0.1768,0.027258307,0.448713881,0.319428786,0.277406417,0.378826896
R1136,119,5,0.2377,13.77,48.89,0.6571599297618893,4.08,0.89,0.0723,-0.2776,0.01879751,0.316659375,0.243768007,0.224821747,0.268097282
R1136,125,1,0.2374,11.23,33.43,0.5713085083893125,3.41,0.84,0.0435,-0.2817,0.017227965,0.202356311,0.236627834,0.22214795,0.255221745
R1136,125,2,0.2654,11.096,35.25,0.5774116307063072,6.41,0.84,0.0407,-0.2803,0.02156047,0.335829233,0.239508957,0.215463458,0.285550787
R1136,125,3,0.2445,11.631,43.91,0.5490700353347744,136.65,0.8,0.0807,-0.2609,0.023935671,0.428133027,0.280721533,0.270499109,0.293848355
R1136,125,4,0.2242,9.693,41.96,0.563791779379851,5.24,0.84,0.0679,-0.3063,0.013700488,0.282702589,0.205311286,0.192959002,0.221173104
R1136,125,5,0.1904,8.957,38.72,0.5467497616304906,5.08,0.82,0.0428,-0.3379,0.014562094,0.20347345,0.195540524,0.168003565,0.230901288
R1136,128,1,0.5332,20.989,13.23,0.7008818593253172,92.72,0.91,0.073,-0.0885,0.037924219,0.623533681,0.436427408,0.38926025,0.496995708
R1136,128,2,0.4723,21.056,15.64,0.691666127369134,102.75,0.88,0.1116,-0.0763,0.032308658,0.555081931,0.450206689,0.39483066,0.521316166
R1136,128,3,0.4386,18.917,24.45,0.6872501434531437,102.01,0.89,0.0888,-0.1475,0.02502028,0.422363033,0.369911061,0.330882353,0.420028612
R1136,128,4,0.4393,19.519,24.65,0.6554579067489851,73.75,0.86,0.0991,-0.1522,0.023593055,0.400948155,0.35876237,0.316176471,0.413447783
R1136,128,5,0.4339,18.984,25.02,0.6511051285038161,105.67,0.85,0.0885,-0.1541,0.02385769,0.443968198,0.360140298,0.331105169,0.397424893
R1136,131,1,0.1291,4.679,123.76,0.2924120837162345,91.23,0.65,0.0277,-0.4089,0.007098284,0.081836931,0.093699111,0.092023173,0.095851216
R1136,131,2,0.1255,5.481,153.88,0.2962234072386672,70.92,0.66,0.0567,-0.4023,0.007378071,0.144225799,0.097081298,0.097816399,0.096137339
R1136,131,3,0.1286,5.281,147.05,0.2953680813519542,64.75,0.66,0.0309,-0.4094,0.00653514,0.12458798,0.104973068,0.088680927,0.125894134
R1136,131,4,0.1275,5.147,114.73,0.295469253569071,71.9,0.66,0.0389,-0.4077,0.007026581,0.23648314,0.102217212,0.09157754,0.117596567
R1136,131,5,0.1174,5.013,132.98,0.2958068538244824,80.01,0.66,0.035,-0.4182,0.006208054,0.101395975,0.094325442,0.081327986,0.115021459
R1136,147,1,0.2681,13.102,40.57,0.6279638713796957,0.25,0.86,0.0567,-0.2339,0.021242624,0.35882201,0.279218339,0.24688057,0.32074392
R1136,147,2,0.1999,11.765,42.66,0.6117062079617573,0.5,0.87,0.0363,-0.2935,0.016127455,0.240136732,0.221094827,0.197860963,0.2509299
R1136,147,3,0.228,11.832,43.11,0.6089413373715933,0.33,0.87,0.0758,-0.2277,0.020332752,0.332144938,0.256545158,0.255793226,0.25751073
R1136,147,4,0.2855,13.503,44.58,0.6287298895950091,0.33,0.87,0.0877,-0.2621,0.018045289,0.301879186,0.235625705,0.219919786,0.255793991
R1136,147,5,0.3314,12.834,29.36,0.6154254194656209,0.17,0.88,0.0512,-0.2113,0.029217595,0.502835119,0.312914944,0.289661319,0.366809728
R1136,177,1,0.1632,5.013,71.6,0.285231013491067,242.9,0.45,0.0598,-0.3444,0.01263263,0.329171309,0.197168984,0.191176471,0.204864092
R1136,185,1,0.2419,10.628,43.49,0.4132022193172062,0.75,0.68,0.0337,-0.2907,0.017175439,0.185564278,0.215457848,0.174465241,0.268097282
R1136,185,2,0.1821,7.019,52.99,0.3552434820500209,0.75,0.61,0.0325,-0.3103,0.016243538,0.245123183,0.188024552,0.178253119,0.200572246
R1136,185,3,0.2145,8.957,38.17,0.3890997182709689,0.92,0.6,0.0573,-0.2445,0.021146583,0.318056695,0.251158712,0.241755793,0.26323319
R1136,185,4,0.1704,8.222,64.81,0.3839904134470604,0.58,0.67,0.0292,-0.2428,0.027700122,0.403007636,0.280596267,0.254901961,0.313590844
R1136,185,5,0.2067,7.754,45.96,0.39778564433112,0.75,0.67,0.0312,-0.2447,0.018520887,0.271230875,0.242765877,0.222593583,0.268669528
R1136,227,1,0.2055,9.358,50.01,0.5365835717028428,0.58,0.82,0.0593,-0.3226,0.018662296,0.337812297,0.192158336,0.198306595,0.184263233
R1136,227,2,0.2096,9.826,49.2,0.549577190734437,0.33,0.82,0.0588,-0.3304,0.014290799,0.195302251,0.207315546,0.194518717,0.223748212
R1136,227,3,0.2723,9.693,39.06,0.5418149734881333,0.83,0.81,0.0717,-0.2774,0.019083041,0.302937222,0.246398597,0.230392157,0.26695279
R1136,227,4,0.2403,12.366,47.1,0.5514114495023362,0.67,0.82,0.0782,-0.2559,0.019421764,0.283462844,0.242891144,0.228832442,0.27639485
R1136,227,5,0.2428,12.166,39.04,0.5714668461448855,0.25,0.84,0.0681,-0.2699,0.017151031,0.298524387,0.240511086,0.227272727,0.257796853
R1136,229,1,0.2189,11.832,46.19,0.5531643822023186,29.47,0.78,0.0526,-0.2277,0.02015536,0.358107921,0.282725792,0.262032086,0.309298999
R1136,229,2,0.2194,12.166,51.13,0.5549190406544052,31.55,0.77,0.0763,-0.2282,0.022082338,0.330020455,0.287110109,0.274064171,0.303862661
R1136,229,3,0.2552,12.5,42.71,0.5339336793466303,39.96,0.71,0.0505,-0.2634,0.018034468,0.267672095,0.246899662,0.239973262,0.255793991
R1136,229,4,0.2543,13.837,41.63,0.5617318785243094,40.96,0.75,0.0955,-0.2386,0.018639228,0.310831225,0.280345735,0.261809269,0.304148784
R1136,229,5,0.2425,11.364,46.0,0.5581006803777672,20.48,0.78,0.0471,-0.2788,0.02217552,0.314065663,0.244519604,0.2364082,0.254935622
R1136,232,1,0.7101,33.957,8.15,0.7781603914005772,12.49,0.94,0.1671,0.0842,0.046688611,0.714890015,0.554803958,0.49131016,0.636337625
R1136,232,2,0.65,34.225,16.7,0.77509394563018,15.82,0.94,0.1723,0.0871,0.040754932,0.654132075,0.560315671,0.504901961,0.631473534
R1136,232,3,0.7477,38.235,7.25,0.7750404473149455,13.98,0.94,0.2249,0.1698,0.04920185,0.734721148,0.614054867,0.557040998,0.687267525
R1136,232,4,0.6039,31.885,13.05,0.7711613880224175,15.15,0.93,0.1613,0.0377,0.041669762,0.679344972,0.496930978,0.46100713,0.543061516
R1136,232,5,0.7169,36.832,8.09,0.7764106944857906,12.32,0.93,0.2058,0.144,0.045852627,0.715766964,0.595014406,0.554590018,0.646924177
R1136,235,1,0.2529,10.294,41.38,0.539746012434044,114.8,0.81,0.0402,-0.2554,0.025004224,0.421817585,0.293749217,0.259803922,0.337339056
R1136,235,2,0.2519,7.487,37.86,0.5210302308624878,135.29,0.79,0.0396,-0.2464,0.024523062,0.387680438,0.274332958,0.256684492,0.297854077
R1136,235,3,0.2968,10.896,36.69,0.5382883990629166,119.47,0.8,0.0369,-0.2463,0.022362658,0.401459106,0.268695979,0.26983066,0.267238913
R1136,235,4,0.2851,12.099,30.27,0.6081483542796495,105.43,0.87,0.0352,-0.2555,0.022400936,0.383818105,0.273957159,0.258467023,0.293848355
R1136,235,5,0.2182,11.965,40.79,0.6036549272379769,106.32,0.87,0.0334,-0.2418,0.021917305,0.366884865,0.282600526,0.275178253,0.292131617
R1136,238,1,0.2043,6.217,36.71,0.3070801137270637,335.41,0.18,0.183,-0.123,0.015543225,0.67428403,0.463610172,0.463235294,0.464091559
R1136,238,2,0.2043,7.152,46.72,0.3206980235824025,331.29,0.22,0.2119,-0.1244,0.014536394,0.665281476,0.438556933,0.440508021,0.436051502
R1136,238,3,0.1547,7.955,49.2,0.3585718759733872,430.73,0.32,0.3258,-0.2182,0.010074789,0.754292915,0.487786546,0.468137255,0.513018598
R1136,239,1,0.2189,11.832,46.19,0.5531643822023186,29.47,0.78,0.0526,-0.2277,0.02015536,0.358107921,0.282725792,0.262032086,0.309298999
R1136,239,2,0.2494,11.832,43.8,0.5585907939753995,28.39,0.79,0.0384,-0.2602,0.023861361,0.382756789,0.250156583,0.241755793,0.265236052
R1136,239,3,0.1954,11.163,56.05,0.5522005496520452,34.31,0.76,0.0809,-0.3137,0.012593255,0.219015648,0.217462107,0.217468806,0.217453505
R1136,239,4,0.2552,12.5,42.71,0.5339336793466303,39.96,0.71,0.0505,-0.2634,0.018034468,0.267672095,0.246899662,0.239973262,0.255793991
R1136,239,5,0.2284,10.561,46.51,0.5259566059633364,62.81,0.74,0.061,-0.2423,0.019915374,0.401401628,0.280596267,0.264483066,0.319599428
R1136,245,1,0.1712,5.548,50.39,0.3453391750042065,7.74,0.65,0.0247,-0.3342,0.016308667,0.201168845,0.170612552,0.173796791,0.166523605
R1136,245,2,0.1741,6.484,41.58,0.3407724034980995,8.74,0.6,0.0357,-0.3162,0.014412825,0.218771797,0.191281473,0.172905526,0.214878398
R1136,245,3,0.1837,5.949,42.77,0.3372540263953784,10.57,0.56,0.0469,-0.2413,0.023840094,0.370900787,0.26669172,0.268716578,0.264091559
R1136,245,4,0.183,5.548,35.46,0.3388380511081486,9.91,0.63,0.0394,-0.2473,0.019021656,0.358098335,0.254540899,0.253787879,0.255507868
R1136,245,5,0.188,5.281,36.39,0.3216275568096021,8.49,0.61,0.0325,-0.2784,0.024731182,0.421948376,0.238005762,0.223484848,0.256652361
R1136,248,1,0.2445,9.893,53.84,0.5331318517751518,0.42,0.81,0.0421,-0.2739,0.020711589,0.345571168,0.251158712,0.21412656,0.298712446
R1136,248,2,0.2115,9.826,53.83,0.5363031369858876,0.92,0.8,0.0626,-0.2612,0.018699191,0.353170647,0.236377302,0.198975045,0.284406295
R1136,248,3,0.2408,9.693,53.88,0.5336955255562315,0.5,0.81,0.0401,-0.2785,0.021149418,0.352943878,0.250407115,0.221256684,0.287839771
R1136,248,4,0.2215,9.826,53.84,0.5374013624812863,0.67,0.81,0.0423,-0.2895,0.020518029,0.336945293,0.252661907,0.195187166,0.326466381
R1136,248,5,0.2391,9.826,53.9,0.5349175737651165,0.5,0.81,0.0419,-0.2717,0.020426058,0.328265313,0.253288238,0.209001783,0.310157368
