target,gr_code,model,global_rmsd,lddt,tm_score,gdt_ts,clashscore,cc_mask,cc_peaks,tempy_mi,tempy_smoc,ai,ai_bb,ai_base,id
R1138,131,1,318.13,0.297879778,0.0705,2.396,61.34,0.0301,-0.5028,0.003143124,0.223312433,0.045315251,0.044791667,0.051515604,1022
R1138,131,2,319.54,0.296375151,0.0744,2.326,64.03,0.0255,-0.4986,0.003707187,0.077791583,0.050987807,0.047800926,0.055099298,1023
R1138,131,3,313.65,0.300220854,0.0738,3.021,66.71,0.0375,-0.5049,0.003302953,0.106008471,0.045576058,0.041203704,0.051216963,1024
R1138,131,4,334.06,0.297115021,0.0649,2.708,66.42,0.0218,-0.5096,0.003148577,0.059525237,0.053791485,0.048958333,0.060026878,1025
R1138,131,5,337.31,0.300325538,0.071,2.778,58.56,0.032,-0.5056,0.003167152,0.084891288,0.048575341,0.045601852,0.052411528,1026
R1138,147,1,58.26,0.556010242,0.1956,5.556,0.56,0.0711,-0.3772,0.015053744,0.269656376,0.177870509,0.17025463,0.187695983,1027
R1138,147,2,53.56,0.566346159,0.2575,7.188,0.3,0.0518,-0.3593,0.017163876,0.185254459,0.192149703,0.188194444,0.20695834,1028
R1138,147,3,49.59,0.548196115,0.2103,5.174,0.48,0.0381,-0.3654,0.014695352,0.285976384,0.201343157,0.197569444,0.206211737,1029
R1138,147,4,60.87,0.580349462,0.19,6.562,0.26,0.0629,-0.4299,0.010469408,0.186931879,0.137901806,0.133217593,0.149469912,1030
R1138,147,5,44.91,0.574782457,0.2452,7.569,0.26,0.0409,-0.3456,0.020697626,0.323376922,0.225076612,0.215625,0.247872182,1031
R1138,177,1,210.19,0.257448929,0.1222,2.257,255.44,0.0528,-0.449,0.010676707,0.219580677,0.127339115,0.127083333,0.127669106,1032
R1138,185,1,61.34,0.414599308,0.1728,4.479,0.17,0.0274,-0.3652,0.019616186,0.190540141,0.176370868,0.163773148,0.192623563,1033
R1138,185,2,60.47,0.467124706,0.158,5.243,5.85,0.0337,-0.378,0.013435089,0.180432739,0.183412662,0.174074074,0.195460654,1034
R1138,185,3,47.74,0.433356683,0.2509,4.41,6.98,0.0278,-0.3326,0.024364446,0.259255468,0.210406207,0.195486111,0.229655069,1035
R1138,185,4,57.16,0.422766075,0.1859,4.097,1.34,0.0238,-0.3367,0.020075212,0.269062308,0.19782226,0.191898148,0.205465134,1036
R1138,185,5,62.39,0.277952379,0.1931,2.847,0.35,0.0218,-0.3603,0.020632638,0.236391014,0.188107192,0.184490741,0.192772883,1037
R1138,227,1,47.62,0.562366661,0.2544,6.076,0.35,0.03,-0.3946,0.017239417,0.167946734,0.173501989,0.15474537,0.200537554,1038
R1138,227,2,48.23,0.558781586,0.2041,7.326,0.3,0.0394,-0.4017,0.015253453,0.257189085,0.165808176,0.160532407,0.191727639,1039
R1138,227,3,49.95,0.549681905,0.2116,5.59,0.22,0.0698,-0.3695,0.015026567,0.174976181,0.18223903,0.179282407,0.190682395,1040
R1138,227,4,41.87,0.569888425,0.3304,7.188,0.48,0.061,-0.3154,0.023344976,0.335448094,0.234139662,0.223958333,0.247274899,1041
R1138,227,5,53.3,0.57179204,0.2679,8.229,0.22,0.0593,-0.3534,0.016278276,0.209035834,0.206233292,0.189814815,0.227415261,1042
R1138,229,1,49.53,0.3097661,0.1456,1.875,549.24,0.1923,-0.3858,0.009176717,0.657604513,0.356262633,0.358449074,0.356278931,1043
R1138,229,2,46.01,0.307766362,0.1388,2.049,546.35,0.2116,-0.4088,0.008736513,0.682287747,0.361087566,0.3625,0.359265343,1044
R1138,229,3,41.3,0.51509741,0.2831,6.389,46.84,0.0462,-0.3291,0.020880199,0.321001017,0.243267914,0.230092593,0.260265791,1045
R1138,229,4,46.87,0.572068421,0.2713,8.021,42.63,0.0694,-0.3371,0.019077134,0.38701528,0.219860468,0.196296296,0.250261311,1046
R1138,229,5,40.83,0.564416059,0.2769,8.438,49.87,0.0643,-0.3222,0.021045488,0.406526681,0.228923518,0.222685185,0.243392564,1047
R1138,232,1,21.8,0.729465271,0.7134,25.556,13.95,0.1315,-0.0633,0.039350801,0.585210389,0.454652148,0.388888889,0.539495296,1048
R1138,232,2,21.79,0.730192583,0.7164,25.451,13.17,0.1324,-0.0603,0.038529689,0.585896221,0.45400013,0.386689815,0.540839182,1049
R1138,232,3,8.2,0.738971703,0.7891,25.799,15.81,0.1372,-0.0055,0.036169618,0.690948448,0.504857534,0.444560185,0.582648947,1050
R1138,232,4,7.82,0.73944695,0.8005,28.854,16.12,0.1691,0.0405,0.036342665,0.702264107,0.532698702,0.475578704,0.606390921,1051
R1138,232,5,8.32,0.738812907,0.7865,28.194,14.95,0.1502,0.0136,0.035880075,0.688199017,0.512420943,0.457523148,0.58324623,1052
R1138,235,1,75.78,0.544195041,0.1782,5.243,119.72,0.0284,-0.4247,0.010081084,0.218485169,0.143639564,0.136111111,0.153352247,1053
R1138,235,2,77.45,0.551741006,0.1856,5.174,114.23,0.0405,-0.4089,0.011762363,0.283895306,0.159287996,0.144907407,0.177840824,1054
R1138,238,1,35.47,0.283154871,0.1397,1.632,284.74,0.2337,-0.2532,0.00659952,0.723499773,0.456216992,0.4625,0.448111095,1055
R1138,238,2,41.56,0.287476963,0.1151,1.562,239.88,0.2835,-0.2906,0.005699754,0.736471365,0.459868292,0.463078704,0.455726445,1056
R1138,238,3,46.76,0.279793872,0.0877,1.389,69.56,0.4166,-0.35,0.004260746,0.841913043,0.502314664,0.47662037,0.53546364,1057
R1138,238,4,53.4,0.295066537,0.0652,1.701,82.58,0.4054,-0.321,0.002409194,0.826789619,0.441285779,0.444675926,0.43691205,1058
R1138,239,1,49.53,0.3097661,0.1456,1.875,549.24,0.1923,-0.3858,0.009176717,0.657604513,0.356262633,0.358449074,0.356278931,1059
R1138,239,2,41.3,0.51509741,0.2831,6.389,46.84,0.0462,-0.3291,0.020880199,0.321001017,0.243267914,0.230092593,0.260265791,1060
R1138,239,3,40.83,0.564416059,0.2769,8.438,49.87,0.0643,-0.3222,0.021045488,0.406526681,0.228923518,0.222685185,0.243392564,1061
R1138,239,4,46.87,0.572068421,0.2713,8.021,42.63,0.0694,-0.3371,0.019077134,0.38701528,0.219860468,0.196296296,0.250261311,1062
R1138,239,5,48.03,0.514562571,0.1845,6.458,95.58,0.0962,-0.2905,0.021057383,0.347512512,0.252330964,0.249074074,0.272360759,1063
R1138,245,1,50.21,0.354060232,0.1777,3.438,13.43,0.0176,-0.4323,0.011418501,0.077198973,0.143248354,0.140625,0.146632821,1064
R1138,245,2,68.75,0.351945306,0.1641,3.264,13.17,0.0219,-0.4077,0.014946466,0.215063688,0.146834453,0.142361111,0.158130506,1065
R1138,245,3,65.52,0.368806372,0.1804,4.549,15.51,0.038,-0.4213,0.009871214,0.082773119,0.14168351,0.13599537,0.14902195,1066
R1138,245,4,43.84,0.363478647,0.2441,3.993,10.87,0.0285,-0.3236,0.024809953,0.351434364,0.214318315,0.208564815,0.221741078,1067
R1138,245,5,43.31,0.369746364,0.2302,4.062,14.77,0.0295,-0.3252,0.022501402,0.256640628,0.235639304,0.229976852,0.242944602,1068
R1138,248,1,72.04,0.499529091,0.1577,4.514,0.91,0.024,-0.4578,0.009068027,0.288991651,0.122057769,0.104513889,0.144691653,1069
R1138,248,2,78.28,0.52208365,0.1595,5.799,0.87,0.016,-0.4634,0.009630663,0.311171176,0.111364674,0.115162037,0.115126176,1070
R1138,248,3,79.88,0.515255179,0.169,5.903,0.95,0.0323,-0.4696,0.008451451,0.179728373,0.108104584,0.09837963,0.120651038,1071
R1138,248,4,76.42,0.51324334,0.1692,5.278,1,0.0321,-0.4693,0.009494924,0.265850309,0.108365391,0.111226852,0.112737046,1072
R1138,248,5,70.81,0.504136468,0.1486,5.729,0.82,0.0509,-0.4252,0.009609524,0.15779163,0.145139206,0.134259259,0.15917575,1073
R1138,287,1,12.27,0.718035017,0.6212,20.278,1.17,0.0783,-0.1675,0.031511473,0.562796337,0.367542544,0.328009259,0.418545617,1074
R1138,287,2,29.77,0.665265088,0.4407,15.59,1.17,0.0917,-0.2652,0.023667288,0.281202699,0.283041012,0.253356481,0.321337912,1075
R1138,287,3,14.64,0.701949782,0.5999,19.306,0.04,0.0998,-0.1645,0.03172431,0.5398803,0.374323531,0.340972222,0.417351053,1076
R1138,287,4,26.07,0.643670042,0.4587,12.917,1,0.0658,-0.2208,0.026164568,0.495989865,0.314924692,0.285069444,0.35344184,1077
R1138,287,5,37.75,0.643027893,0.3738,13.056,1.17,0.0742,-0.2863,0.023670056,0.275764442,0.24711482,0.219097222,0.283261162,1078
R1138,385,1,50.21,0.354060232,0.1777,3.438,13.43,0.0176,-0.4323,0.011418501,0.077198973,0.143248354,0.140625,0.146632821,1079
R1138,392,1,98.07,0.396717311,0.1436,3.646,57.24,0.0263,-0.4732,0.007499711,0.181734887,0.100215166,0.091898148,0.110945199,1080
R1138,392,2,55.05,0.520894789,0.2038,6.458,45.15,0.0378,-0.4016,0.01252364,0.185082678,0.172393558,0.156134259,0.195609975,1081
R1138,392,3,79.05,0.51243292,0.2132,7.153,34.84,0.057,-0.3856,0.013535727,0.166984533,0.184260286,0.169212963,0.203673287,1082
R1138,392,4,61.41,0.520698434,0.1801,6.319,37.61,0.0391,-0.3932,0.011767911,0.222425191,0.183999478,0.165509259,0.207854263,1083
R1138,392,5,45.67,0.539091068,0.2558,7.083,39.08,0.0352,-0.3582,0.018835622,0.385099865,0.21666558,0.203009259,0.234284008,1084
R1138,416,1,40.79,0.572846534,0.2845,7.153,4.25,0.0511,-0.3262,0.022613129,0.306933002,0.223446567,0.211111111,0.257130058,1085
R1138,416,2,41.3,0.51509741,0.2831,6.389,46.84,0.0462,-0.3291,0.020880199,0.321001017,0.243267914,0.230092593,0.260265791,1086
R1138,416,3,43.57,0.574315429,0.241,6.007,3.64,0.0274,-0.3644,0.020986361,0.202394983,0.194105757,0.173726852,0.220397193,1087
R1138,416,4,46.87,0.572068421,0.2713,8.021,42.63,0.0694,-0.3371,0.019077134,0.38701528,0.219860468,0.196296296,0.250261311,1088
R1138,416,5,38.64,0.591602083,0.3175,8.611,3.81,0.0311,-0.3382,0.02349777,0.298215691,0.215361544,0.192824074,0.246976258,1089
R1138,434,1,49.3,0.555072304,0.1804,5.451,0.48,0.0764,-0.4013,0.010199257,0.053912947,0.154137054,0.152546296,0.170524115,1090
R1138,434,2,58.57,0.569530077,0.1747,5.868,0.43,0.0503,-0.3968,0.010421644,0.143373708,0.158244768,0.144444444,0.176048977,1091
R1138,434,3,49.46,0.573571564,0.2206,5.729,0.35,0.0391,-0.3581,0.01945211,0.254039883,0.20688531,0.196527778,0.220247872,1092
R1138,434,4,60.66,0.55437787,0.1919,5.903,0.74,0.031,-0.4203,0.012665865,0.282867511,0.16522136,0.153125,0.180827236,1093
R1138,434,5,50.41,0.542062763,0.2339,5.833,0.65,0.0489,-0.3984,0.014974175,0.333844545,0.168742257,0.14525463,0.199044348,1094
R1138,439,1,38.64,0.591602083,0.3175,8.611,3.81,0.0311,-0.3382,0.02349777,0.298215691,0.215361544,0.192824074,0.246976258,1095
R1138,439,2,39.05,0.560630518,0.2612,5.59,4.33,0.0326,-0.3352,0.02533171,0.375264911,0.229640738,0.220023148,0.242048679,1096
R1138,439,3,40.79,0.572846534,0.2845,7.153,4.25,0.0511,-0.3262,0.022613129,0.306933002,0.223446567,0.211111111,0.257130058,1097
R1138,439,4,46.87,0.572068421,0.2713,8.021,42.63,0.0694,-0.3371,0.019077134,0.38701528,0.219860468,0.196296296,0.250261311,1098
R1138,439,5,40.83,0.564416059,0.2769,8.438,49.87,0.0643,-0.3222,0.021045488,0.406526681,0.228923518,0.222685185,0.243392564,1099
R1138,470,1,50.08,0.384585304,0.1723,3.715,479.87,0.0881,-0.3281,0.019931546,0.497248058,0.292234466,0.283217593,0.303867403,1100
R1138,470,2,50.72,0.347924288,0.1789,3.854,493.68,0.0609,-0.3238,0.020868707,0.519003787,0.293603703,0.296527778,0.29027923,1101
R1138,470,3,49.63,0.353824566,0.1965,4.271,413.34,0.0713,-0.2886,0.020734739,0.57044656,0.319880029,0.315740741,0.325220248,1102
R1138,470,4,50.01,0.353646544,0.1746,3.958,478.45,0.1035,-0.3114,0.019218139,0.604316572,0.315967921,0.318171296,0.31312528,1103
R1138,470,5,49.44,0.371692561,0.1758,3.889,471.19,0.1052,-0.3268,0.01615206,0.567640849,0.292821282,0.306481481,0.27519785,1104
R1138,489,1,49.11,0.420138201,0.2053,4.444,407.87,0.1526,-0.2787,0.016059143,0.524478947,0.292886484,0.292476852,0.297446618,1105
R1138,489,2,52.85,0.342218432,0.1659,3.646,486.48,0.0777,-0.3202,0.019725325,0.465437301,0.283367021,0.294444444,0.2878901,1106
R1138,489,3,48.16,0.35662917,0.1799,3.646,479,0.1016,-0.3208,0.019234486,0.575325878,0.301558323,0.299421296,0.315962371,1107
R1138,489,4,52.84,0.349941573,0.1762,3.472,429.65,0.0946,-0.2999,0.020209756,0.544212099,0.313685858,0.303472222,0.326862774,1108
R1138,489,5,51.76,0.388577372,0.1736,3.924,393.72,0.0878,-0.3197,0.018728337,0.514118121,0.291908457,0.285300926,0.30043303,1109
R1149,29,1,39.15,0.304403741,0.3024,12.903,5.8,0.1351,-0.244,0.007824209,0.335131847,0.273452336,0.261424731,0.289082969,1110
R1149,29,2,25.94,0.393831515,0.2528,14.919,18.91,0.0552,-0.2352,0.010142929,0.409744071,0.294341056,0.288978495,0.301310044,1111
R1149,29,3,27.29,0.468513094,0.2808,19.556,0.25,0.0902,-0.3383,0.007073569,0.303226675,0.21420433,0.201612903,0.230567686,1112
R1149,29,4,25.74,0.433952921,0.244,15.121,14.38,0.0361,-0.3093,0.010742153,0.440806396,0.243068743,0.192204301,0.309170306,1113
R1149,35,1,19.93,0.65819907,0.2875,25.403,13.37,0.1208,-0.2874,0.008081652,0.385607416,0.295860235,0.301747312,0.288209607,1114
R1149,35,2,14.29,0.695300101,0.3239,27.419,10.09,0.1164,-0.2895,0.008622617,0.399580539,0.294720851,0.273521505,0.322270742,1115
R1149,35,3,7.98,0.739493634,0.4745,42.944,15.38,0.1386,-0.0754,0.013434686,0.583236311,0.412077478,0.359543011,0.480349345,1116
R1149,35,4,14.47,0.692369103,0.3327,29.032,13.11,0.1264,-0.299,0.007913735,0.321080962,0.273832131,0.280913978,0.264628821,1117
R1149,35,5,11.63,0.701306153,0.3367,28.226,14.38,0.1163,-0.2629,0.009040443,0.410409093,0.306874288,0.277553763,0.344978166,1118
R1149,54,1,8.68,0.716394476,0.4567,33.266,4.54,0.1052,-0.082,0.015932269,0.603251139,0.419293581,0.389112903,0.458515284,1119
R1149,54,2,21.1,0.702329025,0.325,26.613,7.06,0.1507,-0.1828,0.00981752,0.428383334,0.31940752,0.280241935,0.370305677,1120
R1149,54,3,16.82,0.681047498,0.2817,24.395,120.49,0.0559,-0.3146,0.009423258,0.417400226,0.280668439,0.229166667,0.347598253,1121
R1149,54,4,19.33,0.696648103,0.3248,28.024,111.95,0.092,-0.2413,0.009833788,0.418515507,0.313710596,0.273521505,0.365938865,1122
R1149,54,5,15.07,0.644925075,0.2916,22.984,9.08,0.1101,-0.2629,0.009504883,0.429916846,0.271933156,0.251344086,0.298689956,1123
R1149,76,1,13.71,0.737224967,0.3479,30.645,3.28,0.0925,-0.2747,0.009450095,0.397422079,0.312571212,0.280913978,0.35371179,1124
R1149,76,2,14.63,0.736860403,0.3362,27.823,4.79,0.0753,-0.2929,0.010108867,0.409587843,0.289783517,0.268817204,0.317030568,1125
R1149,76,3,21.11,0.701206953,0.3186,29.839,3.53,0.1273,-0.3109,0.00768891,0.345161754,0.263577668,0.258064516,0.270742358,1126
R1149,76,4,18.15,0.685940213,0.2793,26.008,3.53,0.1277,-0.2279,0.009202684,0.414451777,0.301557159,0.276209677,0.334497817,1127
R1149,76,5,11.26,0.746038082,0.5147,38.508,7.06,0.164,-0.0857,0.013854706,0.576543851,0.44473984,0.420698925,0.475982533,1128
R1149,81,1,19.39,0.651121859,0.3107,26.411,11.35,0.1418,-0.1959,0.009092201,0.462624961,0.329661983,0.309139785,0.356331878,1129
R1149,81,2,18.18,0.6104352,0.3354,22.581,16.65,0.0781,-0.3424,0.009562388,0.422378265,0.262438283,0.230510753,0.303930131,1130
R1149,81,3,19.51,0.626454635,0.2958,25.605,12.36,0.1246,-0.2441,0.009653645,0.450570754,0.298139005,0.29905914,0.296943231,1131
R1149,81,4,19.07,0.678609023,0.3757,31.452,13.87,0.1107,-0.2198,0.00998673,0.42357145,0.328902393,0.303091398,0.362445415,1132
R1149,81,5,24.62,0.6441451,0.3218,25.605,14.88,0.1055,-0.3203,0.007858728,0.328910981,0.284466388,0.262096774,0.313537118,1133
R1149,91,1,79.75,0.315504837,0.1657,10.081,0.25,0.0383,-0.3937,0.00544875,0.238776141,0.191416635,0.200268817,0.179912664,1134
R1149,91,2,81.37,0.311979913,0.1417,9.879,0.5,0.0308,-0.4761,0.003700754,0.156303277,0.116976833,0.107526882,0.129257642,1135
R1149,91,3,82,0.304109997,0.1651,10.887,0.5,0.0305,-0.4616,0.003849789,0.192348915,0.120774782,0.100806452,0.146724891,1136
R1149,91,4,81.62,0.295741924,0.1568,8.669,7.31,0.0503,-0.4378,0.00476175,0.228127438,0.144322066,0.147177419,0.140611354,1137
R1149,91,5,88.29,0.287499396,0.1383,9.476,1.77,0.0414,-0.4939,0.00373628,0.193014061,0.10596278,0.102822581,0.110043668,1138
R1149,97,1,32.59,0.243635822,0.2582,13.105,0.76,0.0411,-0.3754,0.008057712,0.371451857,0.201671098,0.159946237,0.255895197,1139
R1149,97,2,30.11,0.229496692,0.2846,9.879,0,0.0065,-0.4063,0.008310296,0.343544108,0.180402583,0.124327957,0.253275109,1140
R1149,110,1,21.71,0.675288513,0.3402,28.629,24.21,0.1398,-0.3017,0.007914849,0.38081477,0.300797569,0.281586022,0.325764192,1141
R1149,110,2,6.88,0.702948704,0.5363,44.153,33.54,0.1422,-0.0586,0.014606793,0.593705575,0.461450817,0.420026882,0.515283843,1142
R1149,110,3,17.83,0.682697853,0.3219,29.435,15.13,0.1184,-0.3269,0.008424515,0.368032524,0.279529054,0.254032258,0.312663755,1143
R1149,110,4,14.06,0.66345124,0.3605,32.661,31.53,0.1168,-0.2043,0.011371325,0.496664182,0.321306494,0.281586022,0.372925764,1144
R1149,119,1,14.85,0.721538251,0.4115,34.476,2.02,0.1034,-0.2007,0.011215978,0.451560751,0.36042537,0.30577957,0.431441048,1145
R1149,119,2,20.62,0.730319979,0.3052,28.629,2.77,0.0683,-0.2883,0.010113782,0.406391742,0.281807824,0.252016129,0.320524017,1146
R1149,119,3,13.14,0.725186975,0.4332,27.016,4.79,0.1178,-0.1359,0.011929211,0.483574471,0.401063426,0.368951613,0.44279476,1147
R1149,119,4,22.22,0.67337784,0.3005,23.992,4.79,0.1409,-0.2014,0.009168644,0.433384635,0.314470186,0.297715054,0.336244541,1148
R1149,119,5,13.89,0.710194677,0.4064,33.266,6.31,0.1202,-0.159,0.011054794,0.482855171,0.352829472,0.306451613,0.413100437,1149
R1149,125,1,21.72,0.663749618,0.3229,25.806,7.06,0.1192,-0.3143,0.008360168,0.38205266,0.279908849,0.248655914,0.320524017,1150
R1149,125,2,16.55,0.716151878,0.3804,31.452,7.56,0.1542,-0.1876,0.010303941,0.44532392,0.36270414,0.328629032,0.4069869,1151
R1149,125,3,7.66,0.720270574,0.475,34.476,5.55,0.0414,-0.2091,0.014620877,0.550568807,0.366881884,0.295698925,0.459388646,1152
R1149,125,4,14.68,0.652522172,0.2897,27.419,6.3,0.0323,-0.3367,0.009872774,0.360126614,0.259020129,0.209005376,0.324017467,1153
R1149,125,5,18.73,0.637635404,0.324,25,136.95,0.1138,-0.2791,0.007791595,0.380499407,0.297379415,0.277553763,0.323144105,1154
R1149,128,1,7.36,0.581175131,0.5315,42.137,103.68,0.2534,0.0666,0.013255429,0.639904193,0.553361185,0.514112903,0.604366812,1155
R1149,128,2,19.54,0.712270437,0.3071,29.032,1.01,0.062,-0.2951,0.009375684,0.39796457,0.285985568,0.249327957,0.333624454,1156
R1149,128,3,13.59,0.685563103,0.374,28.629,0.25,0.0896,-0.2177,0.011634723,0.482334763,0.334979111,0.284274194,0.400873362,1157
R1149,128,4,9.29,0.720195883,0.4559,30.444,0.76,0.1015,-0.1697,0.012214812,0.492343867,0.390429168,0.338037634,0.458515284,1158
R1149,128,5,20.05,0.71287402,0.3536,28.629,0.25,0.0932,-0.1816,0.010780805,0.435324709,0.336878086,0.271505376,0.421834061,1159
R1149,131,1,44.58,0.335888233,0.1691,9.677,97.58,0.058,-0.461,0.003447322,0.153214242,0.146221041,0.171370968,0.113537118,1160
R1149,131,2,39.81,0.31944905,0.2709,11.694,113.35,0.101,-0.3712,0.005996513,0.324422365,0.220281048,0.222446237,0.217467249,1161
R1149,131,3,36.77,0.336705886,0.2291,13.911,99.8,0.0678,-0.358,0.006189494,0.30361311,0.232434485,0.221774194,0.24628821,1162
R1149,131,4,34.36,0.370169325,0.2281,13.105,120.46,0.1206,-0.407,0.003379723,0.179725755,0.193695404,0.1875,0.201746725,1163
R1149,131,5,34.11,0.315586119,0.2357,9.677,132.68,0.1072,-0.3883,0.005710673,0.31949748,0.206988226,0.225134409,0.183406114,1164
R1149,147,1,16.91,0.69705693,0.3471,26.21,0.25,0.1289,-0.2342,0.009790813,0.463293709,0.322066084,0.304435484,0.344978166,1165
R1149,147,2,17.25,0.681875578,0.3675,28.831,0.25,0.1335,-0.2564,0.009264744,0.412373757,0.327003418,0.319892473,0.336244541,1166
R1149,147,3,17.54,0.697136603,0.353,27.823,0.5,0.1359,-0.2655,0.008683397,0.397296655,0.310672237,0.294354839,0.331877729,1167
R1149,147,4,20.1,0.670861433,0.3497,27.419,0.76,0.1297,-0.2743,0.008950699,0.407438755,0.311811622,0.297043011,0.331004367,1168
R1149,147,5,18.15,0.700261553,0.373,30.847,0.25,0.1301,-0.1804,0.009883517,0.413980285,0.333459932,0.318548387,0.352838428,1169
R1149,177,1,28.44,0.356793124,0.1734,10.484,370.82,0.0569,-0.2827,0.009043985,0.444522491,0.260539309,0.247983871,0.276855895,1170
R1149,185,1,20.95,0.703965942,0.3509,31.048,0.5,0.1188,-0.2999,0.009050432,0.429319145,0.301557159,0.284274194,0.324017467,1171
R1149,185,2,20.44,0.685721644,0.3514,29.435,0.25,0.0862,-0.3124,0.010034115,0.424611393,0.293581466,0.272177419,0.32139738,1172
R1149,185,3,21.04,0.705478118,0.3523,30.645,0.76,0.1197,-0.3049,0.008884625,0.40908527,0.295860235,0.272177419,0.326637555,1173
R1149,185,4,21.41,0.671484331,0.3238,27.823,0.25,0.0995,-0.3256,0.0088255,0.413636716,0.276490695,0.243951613,0.318777293,1174
R1149,185,5,19.63,0.685655031,0.3085,27.218,0.25,0.0928,-0.266,0.010686651,0.457146052,0.298898595,0.255376344,0.355458515,1175
R1149,227,1,18.45,0.68786557,0.3714,30.04,0.25,0.1518,-0.2359,0.009364484,0.426453551,0.339156855,0.325268817,0.35720524,1176
R1149,227,2,18.91,0.680280144,0.3365,28.024,0,0.1237,-0.2777,0.009005728,0.405683685,0.294720851,0.275537634,0.319650655,1177
R1149,227,3,18.87,0.679899081,0.3773,31.653,0.25,0.1325,-0.2296,0.010898583,0.519934351,0.347132548,0.346774194,0.347598253,1178
R1149,227,4,16.08,0.690106246,0.3519,28.024,0,0.1344,-0.2656,0.008851916,0.398518499,0.324724649,0.329973118,0.31790393,1179
R1149,227,5,18.98,0.686627018,0.3542,28.831,0,0.1356,-0.2564,0.008885881,0.411420981,0.322066084,0.313172043,0.333624454,1180
R1149,229,1,14.62,0.673100688,0.342,27.823,12.61,0.0909,-0.3281,0.008322338,0.40915075,0.277250285,0.234543011,0.332751092,1181
R1149,229,2,13.93,0.635391713,0.395,26.815,7.06,0.1091,-0.214,0.009943223,0.437043017,0.344853779,0.323924731,0.372052402,1182
R1149,229,3,16.15,0.6718348,0.3621,28.226,6.05,0.1057,-0.3058,0.00848763,0.402702044,0.297379415,0.244623656,0.365938865,1183
R1149,229,4,15.61,0.648881611,0.2951,26.613,6.81,0.0413,-0.3109,0.010871982,0.465329452,0.275731105,0.223790323,0.343231441,1184
R1149,229,5,14.36,0.656800956,0.3023,26.613,4.04,0.1116,-0.3095,0.007955412,0.381849896,0.284846183,0.245967742,0.335371179,1185
R1149,232,1,18.61,0.667672906,0.2966,25.403,19.17,0.1014,-0.2966,0.009038403,0.451795834,0.304215724,0.266801075,0.352838428,1186
R1149,232,2,17.88,0.664815143,0.2934,25,17.4,0.112,-0.3484,0.008468809,0.441419995,0.2761109,0.247983871,0.312663755,1187
R1149,232,3,17.84,0.664515766,0.295,25,17.91,0.1007,-0.3307,0.009415731,0.420835237,0.269274592,0.253360215,0.289956332,1188
R1149,232,4,24.15,0.708445331,0.3813,31.653,20.18,0.1625,-0.1585,0.010165693,0.45082335,0.348271933,0.346774194,0.350218341,1189
R1149,232,5,10.46,0.707482013,0.4276,31.855,20.93,0.1432,-0.1289,0.012061877,0.529842768,0.386631219,0.357526882,0.424454148,1190
R1149,235,1,21.03,0.651541953,0.3521,27.218,129.98,0.0937,-0.2404,0.009860502,0.478252124,0.306874288,0.280241935,0.341484716,1191
R1149,235,2,18.5,0.665167635,0.3619,28.226,149.91,0.1108,-0.2457,0.008744354,0.403488593,0.328522598,0.3125,0.349344978,1192
R1149,235,3,18.4,0.643692961,0.3336,24.194,138.67,0.0621,-0.25,0.010800913,0.503162542,0.325104444,0.282258065,0.380786026,1193
R1149,235,4,19.92,0.639537897,0.3312,26.411,146.14,0.065,-0.2929,0.011147055,0.525310677,0.306114698,0.26344086,0.361572052,1194
R1149,235,5,20.52,0.661779523,0.3214,26.411,138.42,0.0532,-0.2802,0.009493508,0.420062321,0.285605773,0.262768817,0.315283843,1195
R1149,238,1,17.44,0.647763065,0.3373,27.823,140.69,0.0838,-0.2325,0.009348732,0.446867796,0.324724649,0.281586022,0.380786026,1196
R1149,238,2,16.75,0.546970259,0.2964,22.782,275.03,0.1136,-0.3147,0.006376466,0.388943208,0.291302697,0.250672043,0.344104803,1197
R1149,239,1,14.97,0.668809492,0.3487,27.621,7.57,0.1026,-0.3223,0.008407613,0.39755827,0.278009875,0.227822581,0.343231441,1198
R1149,239,2,16.82,0.650132451,0.2859,26.008,6.56,0.096,-0.3756,0.008182773,0.375747292,0.228256741,0.211021505,0.250655022,1199
R1149,239,3,15.74,0.643596388,0.277,24.597,7.82,0.078,-0.2962,0.009138959,0.385035921,0.267375617,0.230510753,0.315283843,1200
R1149,239,4,15.63,0.604223703,0.3222,25.403,8.07,0.1329,-0.2406,0.009847009,0.47066338,0.341435625,0.310483871,0.381659389,1201
R1149,239,5,18.11,0.658781728,0.3064,25,1.77,0.0404,-0.3116,0.011925612,0.463017065,0.27459172,0.239247312,0.320524017,1202
R1149,245,1,22.12,0.38898582,0.2467,12.702,8.07,0.0298,-0.3913,0.00796786,0.401383952,0.193695404,0.170698925,0.223580786,1203
R1149,245,2,23.15,0.447628322,0.2092,13.71,14.37,0.0704,-0.3128,0.008420003,0.332379128,0.231295101,0.222446237,0.24279476,1204
R1149,245,3,17.02,0.451243381,0.2448,14.516,14.62,0.0662,-0.2993,0.009915989,0.394870157,0.257880744,0.250672043,0.267248908,1205
R1149,245,4,18.79,0.470950804,0.2324,17.944,13.86,0.0838,-0.2541,0.010089022,0.470017244,0.290922902,0.270833333,0.317030568,1206
R1149,245,5,25.68,0.368682097,0.2066,11.29,13.11,0.0481,-0.3479,0.009673738,0.39020148,0.208887201,0.204973118,0.213973799,1207
