target,gr_code,model,global_rmsd,lddt,tm_score,gdt_ts,clashscore,cc_mask,cc_peaks,tempy_mi,tempy_smoc,ai,ai_bb,ai_base,id
R1149,248,1,14.48,0.706759323,0.3375,31.452,16.65,0.1312,-0.2663,0.0076448,0.315764835,0.266616027,0.270833333,0.261135371,1208
R1149,248,2,25.29,0.712717089,0.3711,29.839,14.88,0.1399,-0.2392,0.009293813,0.420644952,0.344853779,0.298387097,0.405240175,1209
R1149,248,3,15.58,0.730040722,0.4571,33.669,15.89,0.206,-0.0854,0.010985534,0.480884864,0.40220281,0.396505376,0.409606987,1210
R1149,248,4,18.39,0.699319963,0.3874,28.831,17.4,0.1099,-0.2389,0.011201808,0.512175797,0.344473984,0.296370968,0.4069869,1211
R1149,248,5,20.65,0.648085435,0.3164,26.008,16.14,0.1356,-0.2185,0.008636057,0.419442577,0.306114698,0.304435484,0.308296943,1212
R1149,287,1,14.23,0.674511502,0.3653,29.435,2.52,0.1255,-0.1872,0.009976069,0.44651566,0.325484239,0.305107527,0.351965066,1213
R1149,287,2,18.95,0.689482807,0.3787,29.637,1.77,0.1552,-0.2496,0.009635392,0.43307302,0.328142803,0.301747312,0.362445415,1214
R1149,287,3,16.09,0.700612492,0.3971,31.25,2.27,0.1802,-0.26,0.008841032,0.430104665,0.327003418,0.304435484,0.356331878,1215
R1149,287,4,14.01,0.696519339,0.3666,30.242,0.5,0.1625,-0.2268,0.010036557,0.476128683,0.349031523,0.318548387,0.388646288,1216
R1149,287,5,22.02,0.647087906,0.3272,23.992,0.76,0.1718,-0.1591,0.009387941,0.472723212,0.34181542,0.308467742,0.385152838,1217
R1149,385,1,22.23,0.410283443,0.2439,13.105,5.81,0.0313,-0.3893,0.008120715,0.398508197,0.198632738,0.16061828,0.248034934,1218
R1149,385,2,23.15,0.448927232,0.209,13.71,10.59,0.0722,-0.3119,0.008271962,0.33440745,0.23205469,0.219086022,0.248908297,1219
R1149,385,3,16.95,0.460853225,0.2509,14.919,44.92,0.0724,-0.2861,0.011380845,0.449736253,0.264717053,0.262768817,0.267248908,1220
R1149,385,4,18.93,0.486984053,0.2316,17.54,5.3,0.0875,-0.2513,0.010405515,0.472442781,0.284846183,0.264784946,0.310917031,1221
R1149,385,5,25.67,0.376465902,0.2053,11.089,29.55,0.0492,-0.3512,0.010046429,0.407589377,0.207747816,0.219086022,0.1930131,1222
R1149,392,1,14.7,0.630834232,0.334,28.427,0.76,0.0879,-0.2859,0.008857901,0.34659897,0.237751614,0.197580645,0.289956332,1223
R1149,392,2,21.42,0.545844131,0.2647,20.565,0.76,0.043,-0.3041,0.008359615,0.36416436,0.240410179,0.176747312,0.323144105,1224
R1149,392,3,32.22,0.333109337,0.2672,11.492,3.78,0.1069,-0.3094,0.008509038,0.382257217,0.25598177,0.221774194,0.300436681,1225
R1149,392,4,12.7,0.64840976,0.3232,25.605,17.15,0.078,-0.3556,0.00865334,0.440997796,0.243068743,0.213709677,0.281222707,1226
R1149,392,5,24.22,0.660957846,0.3654,27.016,69.36,0.1519,-0.1812,0.009183746,0.448957019,0.335738701,0.313844086,0.36419214,1227
R1149,416,1,17.21,0.662696164,0.3273,27.016,81.97,0.0757,-0.3427,0.00793599,0.345351851,0.255601975,0.227822581,0.291703057,1228
R1149,416,2,14.75,0.655751742,0.3128,24.798,19.92,0.0509,-0.3632,0.008309593,0.357888959,0.246486897,0.212365591,0.290829694,1229
R1149,416,3,7.66,0.720270574,0.475,34.476,5.55,0.0414,-0.2091,0.014620877,0.550568807,0.366881884,0.295698925,0.459388646,1230
R1149,416,4,14.68,0.652522172,0.2897,27.419,6.3,0.0323,-0.3367,0.009872774,0.360126614,0.259020129,0.209005376,0.324017467,1231
R1149,416,5,18.73,0.637635404,0.324,25,136.95,0.1138,-0.2791,0.007791595,0.380499407,0.297379415,0.277553763,0.323144105,1232
R1149,434,1,16.44,0.662716284,0.3594,26.815,0,0.131,-0.2641,0.008932807,0.403292678,0.32016711,0.318548387,0.322270742,1233
R1149,434,2,17.29,0.694825283,0.3616,30.242,0.5,0.1303,-0.2484,0.009852733,0.460717013,0.332700342,0.301747312,0.372925764,1234
R1149,434,3,16.58,0.680942072,0.3273,26.008,0.76,0.1108,-0.2476,0.010115778,0.446503954,0.322445879,0.306451613,0.343231441,1235
R1149,434,4,18.41,0.679893448,0.3716,28.226,0.25,0.157,-0.2355,0.010006423,0.474063832,0.341435625,0.334677419,0.350218341,1236
R1149,434,5,18.22,0.680663619,0.3209,26.411,0,0.1233,-0.3072,0.008603876,0.395626349,0.2761109,0.254704301,0.303930131,1237
R1149,470,1,17.66,0.64284875,0.2802,25.202,100.3,0.1169,-0.3581,0.007136171,0.350455333,0.246486897,0.217069892,0.284716157,1238
R1149,470,2,16.57,0.648824221,0.2937,25.806,82.43,0.0967,-0.3558,0.007378683,0.360044898,0.245727307,0.213037634,0.288209607,1239
R1149,470,3,17.9,0.643387106,0.28,25.605,95.03,0.1107,-0.3564,0.007266892,0.353327604,0.249525256,0.228494624,0.276855895,1240
R1149,470,4,17.36,0.647121312,0.2851,25.202,98.49,0.0943,-0.3515,0.007382119,0.34411658,0.250664641,0.21438172,0.297816594,1241
R1149,470,5,15.33,0.639887975,0.3061,25.605,105.91,0.1196,-0.3464,0.007242096,0.357585708,0.251044436,0.221774194,0.289082969,1242
R1149,489,1,17.66,0.64284875,0.2802,25.202,100.3,0.1169,-0.3581,0.007136171,0.350455333,0.246486897,0.217069892,0.284716157,1243
R1149,489,2,16.57,0.648824221,0.2937,25.806,82.43,0.0967,-0.3558,0.007378683,0.360044898,0.245727307,0.213037634,0.288209607,1244
R1149,489,3,17.9,0.643387106,0.28,25.605,95.03,0.1107,-0.3564,0.007266892,0.353327604,0.249525256,0.228494624,0.276855895,1245
R1149,489,4,17.36,0.647121312,0.2851,25.202,98.49,0.0943,-0.3515,0.007382119,0.34411658,0.250664641,0.21438172,0.297816594,1246
R1149,489,5,15.33,0.639887975,0.3061,25.605,105.91,0.1196,-0.3464,0.007242096,0.357585708,0.251044436,0.221774194,0.289082969,1247
R1156,29,1,25,0.324393767,0.3325,12.963,26.1,0.1079,-0.1702,0.073332342,0.658043578,0.375477596,0.338271605,0.459094519,1248
R1156,29,2,27.42,0.290557111,0.2302,10.185,26.56,0.0803,-0.1755,0.07039288,0.586184453,0.423410907,0.37962963,0.47974583,1249
R1156,29,3,26.95,0.388674849,0.2631,14.63,23.09,0.1226,-0.3622,0.03492766,0.536927557,0.260507121,0.22654321,0.305003971,1250
R1156,29,4,25.08,0.305687429,0.2837,11.667,23.78,0.1247,-0.2859,0.068698534,0.66828591,0.333101771,0.287654321,0.397140588,1251
R1156,29,5,35.75,0.347368746,0.2799,12.222,7.39,0.0894,-0.3211,0.066346423,0.542584195,0.374782911,0.350617284,0.405877681,1252
R1156,35,1,19.18,0.694242527,0.365,28.333,15.94,0.1935,-0.1226,0.059103972,0.567018448,0.390413338,0.37962963,0.455123114,1253
R1156,35,2,16.15,0.722255651,0.4017,33.148,17.55,0.1757,-0.2194,0.055713924,0.487734507,0.386592567,0.322222222,0.469420175,1254
R1156,35,3,14.99,0.718077893,0.3917,31.481,14.78,0.1646,-0.0978,0.075099243,0.680796798,0.451545676,0.392592593,0.527402701,1255
R1156,35,4,20.48,0.679651991,0.3715,27.407,13.86,0.1403,-0.2573,0.058641667,0.545097793,0.380340396,0.324691358,0.451945989,1256
R1156,35,5,15.45,0.694012251,0.322,27.222,18.71,0.16,-0.3467,0.046258705,0.404724987,0.301493574,0.27962963,0.373312153,1257
R1156,54,1,25.29,0.677719911,0.2974,25.37,5.77,0.1149,-0.331,0.046703728,0.345934121,0.326849601,0.274074074,0.394757744,1258
R1156,54,2,16.23,0.728990341,0.4177,27.037,8.08,0.1271,-0.2789,0.065732709,0.567758363,0.363320597,0.324691358,0.413820492,1259
R1156,54,3,15.7,0.690687319,0.3558,29.63,5.77,0.1185,-0.3174,0.05901016,0.516030864,0.325460229,0.315432099,0.361397935,1260
R1156,54,4,20.23,0.557851097,0.3458,25.185,156.85,0.133,-0.1588,0.058453891,0.601219791,0.38207711,0.328395062,0.478951549,1261
R1156,54,5,20.87,0.681159834,0.3498,28.704,7.39,0.1801,-0.1528,0.072039124,0.603458939,0.428273706,0.366666667,0.532168388,1262
R1156,76,1,19.72,0.67124003,0.3206,22.037,8.31,0.1684,-0.2124,0.053742569,0.530194443,0.328586315,0.263580247,0.41223193,1263
R1156,76,2,21.03,0.666721325,0.3284,24.074,6.7,0.1288,-0.2139,0.037536316,0.511988774,0.314345259,0.267283951,0.396346307,1264
R1156,76,3,25.85,0.576040602,0.33,23.148,4.62,0.0966,-0.2713,0.062878395,0.47073704,0.343522056,0.311111111,0.38522637,1265
R1156,76,4,12.22,0.687951926,0.3883,25.741,5.54,0.1588,-0.1364,0.075593466,0.656153607,0.409169851,0.374691358,0.477362986,1266
R1156,76,5,26.04,0.694040785,0.3134,23.333,4.85,0.1136,-0.1989,0.046165489,0.462530781,0.325807572,0.29691358,0.376489277,1267
R1156,81,1,23.72,0.645167794,0.3038,22.222,17.32,0.1404,-0.2973,0.060781837,0.55447255,0.36123654,0.336419753,0.393169182,1268
R1156,81,2,23.61,0.630885766,0.2888,20.185,19.17,0.1687,-0.378,0.0446017,0.517417553,0.286557833,0.256790123,0.347100874,1269
R1156,81,3,21.62,0.615368085,0.2631,19.815,16.4,0.1342,-0.2857,0.069594699,0.59512511,0.344216742,0.281481481,0.424940429,1270
R1156,81,4,17.06,0.657978845,0.3529,25.185,16.17,0.1402,-0.2881,0.057527988,0.563536968,0.353942341,0.335185185,0.395552025,1271
R1156,81,5,24.51,0.629979837,0.2455,19.259,16.4,0.1156,-0.2687,0.051198391,0.415430398,0.315387287,0.27345679,0.369340747,1272
R1156,91,1,86.93,0.311197445,0.157,10.741,0.46,0.0867,-0.3578,0.030368831,0.257042801,0.183744356,0.168518519,0.208101668,1273
R1156,91,2,92.69,0.302560595,0.1478,11.296,7.16,0.0786,-0.4328,0.023957322,0.252356795,0.164293157,0.170987654,0.166799047,1274
R1156,91,3,97.37,0.30271414,0.1655,9.815,7.62,0.0805,-0.4661,0.027229422,0.237286228,0.160819729,0.158024691,0.172359015,1275
R1156,91,4,99.97,0.301292715,0.1389,8.889,0.46,0.0724,-0.5046,0.023608455,0.259638804,0.164293157,0.155555556,0.17553614,1276
R1156,91,5,103.25,0.305924738,0.1308,8.333,0.92,0.0482,-0.4173,0.029349694,0.287037559,0.215699896,0.203703704,0.231135822,1277
R1156,97,1,36.12,0.2291778,0.1843,9.444,0.92,0.0675,-0.5489,0.022790594,0.345317563,0.161167072,0.120987654,0.212867355,1278
R1156,97,2,35.65,0.213607477,0.1785,9.074,0,0.0325,-0.5477,0.041266514,0.386283914,0.186175755,0.148148148,0.235107228,1279
R1156,97,3,33.41,0.222498032,0.1908,9.444,0.69,0.0274,-0.4476,0.053902804,0.429902578,0.254602292,0.195679012,0.330420969,1280
R1156,110,1,12.9,0.726148202,0.4253,35.741,29.79,0.1729,-0.1682,0.065313569,0.581000269,0.41646405,0.367283951,0.47974583,1281
R1156,110,2,25.95,0.722635937,0.4069,34.074,26.79,0.1643,-0.1741,0.06882885,0.624465601,0.435220563,0.382716049,0.502779984,1282
R1156,110,3,24.12,0.71685642,0.4196,35.37,20.79,0.1882,-0.2278,0.064396209,0.569960939,0.423410907,0.372839506,0.488482923,1283
R1156,110,4,13.95,0.667555866,0.3653,31.667,47.58,0.1657,-0.3207,0.054842171,0.51811649,0.362973255,0.317283951,0.431294678,1284
R1156,110,5,17.26,0.645404816,0.3348,28.333,100.51,0.1347,-0.2425,0.06328572,0.552206429,0.382771796,0.34382716,0.432883241,1285
R1156,119,1,25.42,0.694357971,0.3193,25,7.62,0.127,-0.2289,0.041097588,0.430413264,0.321639458,0.291358025,0.360603654,1286
R1156,119,2,12.82,0.717520812,0.4026,31.111,5.77,0.1511,-0.1527,0.074292114,0.642591071,0.439736019,0.385185185,0.509928515,1287
R1156,119,3,12.14,0.716995961,0.4242,35.741,7.85,0.1529,-0.1345,0.075878432,0.51071958,0.440083362,0.364197531,0.537728356,1288
R1156,119,4,14.85,0.719730246,0.3784,31.481,5.08,0.1555,-0.2328,0.075348587,0.645273849,0.415769364,0.32962963,0.526608419,1289
R1156,119,5,18.1,0.60429703,0.3416,25.556,4.16,0.1146,-0.2059,0.055604436,0.417291777,0.34525877,0.319135802,0.393169182,1290
R1156,125,1,26.91,0.551839306,0.2824,19.815,4.85,0.0904,-0.2643,0.03923077,0.357108704,0.292462661,0.263580247,0.329626688,1291
R1156,125,2,25.72,0.575142567,0.3464,22.407,6,0.1655,-0.2115,0.037548223,0.318036385,0.325807572,0.281481481,0.382843527,1292
R1156,125,3,16.83,0.67361302,0.321,23.519,8.77,0.122,-0.326,0.059429491,0.566545534,0.308787774,0.256790123,0.383637808,1293
R1156,125,4,20.23,0.557851097,0.3458,25.185,156.85,0.133,-0.1588,0.058453891,0.601219791,0.38207711,0.328395062,0.478951549,1294
R1156,125,5,22.9,0.675566023,0.2813,22.407,133.23,0.1444,-0.2932,0.060527469,0.587394263,0.345953456,0.32345679,0.447974583,1295
R1156,128,1,7.45,0.707061117,0.4705,36.481,0.23,0.1744,-0.1215,0.09091369,0.678429441,0.476207016,0.354938272,0.646544877,1296
R1156,128,2,17.27,0.703096539,0.3644,25.926,0.23,0.133,-0.1971,0.062263269,0.515243094,0.389718652,0.333950617,0.476568705,1297
R1156,128,3,26.15,0.708470632,0.2904,22.037,0.69,0.1237,-0.2729,0.065348834,0.557962896,0.364362626,0.335802469,0.401111994,1298
R1156,128,4,23.6,0.562354553,0.3248,20.741,0.23,0.1418,-0.3569,0.057087427,0.426027368,0.333796457,0.286419753,0.463065925,1299
R1156,128,5,5.37,0.654447772,0.6636,46.667,1.62,0.4261,0.3536,0.116160992,0.866311575,0.743313651,0.672839506,0.833995234,1300
R1156,131,1,72.95,0.345619647,0.1983,11.852,84.53,0.0844,-0.5345,0.035024429,0.328597411,0.201111497,0.165432099,0.247021446,1301
R1156,131,2,37.5,0.341377177,0.178,12.222,86.39,0.1356,-0.2736,0.026297416,0.315261882,0.245918722,0.227160494,0.2700556,1302
R1156,131,3,61.27,0.365810865,0.2305,12.222,88.89,0.083,-0.3672,0.048498393,0.351398008,0.258075721,0.22962963,0.294678316,1303
R1156,131,4,45.47,0.340170399,0.2657,12.407,133.7,0.1477,-0.2436,0.03334625,0.479322562,0.307745745,0.27962963,0.343923749,1304
R1156,131,5,39.54,0.335452903,0.2464,12.407,108.21,0.1264,-0.246,0.035214296,0.485655672,0.312261202,0.283950617,0.348689436,1305
R1156,147,1,25.09,0.549449337,0.2938,19.63,0.23,0.1051,-0.3813,0.038847986,0.299177166,0.266759291,0.238888889,0.302621128,1306
R1156,147,2,18.87,0.573243592,0.3588,24.815,0.23,0.141,-0.2768,0.072989395,0.622830017,0.408475165,0.313580247,0.530579825,1307
R1156,147,3,24.96,0.557368453,0.2828,22.037,0.23,0.1273,-0.3614,0.051075456,0.414128653,0.298367489,0.24691358,0.375694996,1308
R1156,147,4,21.05,0.550916975,0.292,19.259,0,0.0874,-0.3574,0.053968565,0.41399783,0.29489406,0.288888889,0.341540905,1309
R1156,147,5,24.02,0.524152942,0.3045,19.074,0.92,0.1412,-0.3212,0.055374794,0.440245904,0.314692602,0.311111111,0.382049245,1310
R1156,177,1,23.02,0.389115071,0.2269,11.111,310.55,0.2079,-0.3322,0.050260697,0.648116247,0.35012157,0.313580247,0.397140588,1311
R1156,185,1,19.41,0.592493234,0.3,21.667,0.46,0.0748,-0.328,0.05707043,0.499237193,0.307051059,0.257407407,0.402700556,1312
R1156,185,2,22.94,0.524502673,0.2769,19.444,0.23,0.0611,-0.2703,0.070462134,0.554644667,0.353594998,0.274691358,0.478951549,1313
R1156,185,3,20.03,0.557564105,0.2865,20.185,0.23,0.1483,-0.2982,0.064990698,0.515417442,0.328238972,0.285802469,0.382843527,1314
R1156,185,4,21.98,0.508584947,0.2699,19.259,0.46,0.0944,-0.3877,0.054817776,0.473078603,0.293852032,0.240123457,0.366163622,1315
R1156,185,5,24.68,0.420671654,0.3316,20.185,0.46,0.1326,-0.2535,0.07106759,0.557309531,0.384161167,0.333333333,0.473391581,1316
R1156,227,1,27.32,0.567565371,0.3525,23.519,0.23,0.1086,-0.1952,0.068067327,0.527720988,0.343174713,0.333333333,0.409054805,1317
R1156,227,2,21.59,0.545271122,0.2898,19.63,0.46,0.0996,-0.3083,0.044834236,0.38853066,0.294199375,0.24691358,0.367752184,1318
R1156,227,3,17.74,0.555588408,0.3954,20.185,0.46,0.1366,-0.1456,0.069181094,0.642753279,0.445640848,0.360493827,0.557585385,1319
R1156,227,4,23.44,0.54975673,0.3852,26.481,0.69,0.149,-0.1621,0.062804403,0.475678976,0.38450851,0.37037037,0.423351867,1320
R1156,227,5,24.21,0.553989289,0.2995,22.037,0.46,0.1428,-0.2482,0.062089572,0.48724718,0.359499826,0.308641975,0.440826052,1321
R1156,229,1,16.56,0.594097319,0.3959,32.037,36.49,0.1771,-0.1767,0.065833982,0.598070949,0.424105592,0.368518519,0.495631454,1322
R1156,229,2,19.02,0.586212006,0.3429,26.481,31.18,0.1328,-0.2628,0.064696026,0.532084414,0.372004168,0.322222222,0.436060365,1323
R1156,229,3,18.6,0.542284366,0.3157,22.963,9.93,0.126,-0.2943,0.071922145,0.600207786,0.34525877,0.281481481,0.463065925,1324
R1156,229,4,17.49,0.54213134,0.3668,25.556,13.63,0.1194,-0.3174,0.063664972,0.438517186,0.324418201,0.258024691,0.420174742,1325
R1156,229,5,20.65,0.551174305,0.3261,22.037,15.24,0.1188,-0.3329,0.062735722,0.534988381,0.318860716,0.268518519,0.410643368,1326
R1156,232,1,25.25,0.663640305,0.3057,23.889,15.01,0.1362,-0.1876,0.053840309,0.528083885,0.367141369,0.358024691,0.395552025,1327
R1156,232,2,25.63,0.663435802,0.3081,23.889,15.24,0.1412,-0.2064,0.049714569,0.491699031,0.356373741,0.332098765,0.407466243,1328
R1156,232,3,7.61,0.700577229,0.4711,35,14.78,0.1644,-0.0978,0.086197279,0.674482188,0.466134074,0.42345679,0.570293884,1329
R1156,232,4,20.59,0.65774194,0.3064,24.259,20.09,0.1321,-0.1793,0.056864561,0.541271747,0.377908996,0.34691358,0.417791898,1330
R1156,232,5,22.6,0.656739941,0.3124,23.889,14.55,0.1611,-0.2051,0.064192068,0.547732635,0.381035082,0.372839506,0.397140588,1331
R1156,235,1,20.56,0.569420742,0.3548,27.963,129.56,0.1757,-0.1222,0.060391073,0.514297099,0.420632164,0.377160494,0.476568705,1332
R1156,235,2,20.05,0.574105858,0.3715,28.148,139.63,0.1937,-0.1163,0.065237983,0.597216126,0.427926363,0.374691358,0.496425735,1333
R1156,235,3,19.93,0.559692539,0.342,22.593,142.86,0.1304,-0.1577,0.064092376,0.532829461,0.414727336,0.365432099,0.478157268,1334
R1156,235,4,22.62,0.575348289,0.278,20.185,117.73,0.1273,-0.3524,0.054771297,0.439878008,0.29975686,0.269135802,0.355043685,1335
R1156,235,5,19.74,0.595551562,0.3347,22.778,143.02,0.1343,-0.2942,0.058125334,0.408928473,0.367141369,0.327160494,0.478951549,1336
R1156,238,1,22.41,0.550158218,0.4125,25.926,232.97,0.2877,0.019,0.067213637,0.714693285,0.546370267,0.486419753,0.623510723,1337
R1156,238,2,20.07,0.43579324,0.3119,22.963,375.18,0.2979,-0.1121,0.042327728,0.664383735,0.418200764,0.39691358,0.497220016,1338
R1156,238,3,22.74,0.548525556,0.3978,26.296,248.83,0.2953,0.0032,0.058931815,0.622216122,0.491490101,0.445679012,0.550436855,1339
R1156,238,4,22.1,0.529666285,0.39,26.852,257.47,0.2128,-0.0426,0.063777748,0.704819358,0.56512678,0.500617284,0.648133439,1340
R1156,238,5,22.91,0.536132032,0.3827,25.926,257.7,0.3191,0.0264,0.056678579,0.628417572,0.500173671,0.449382716,0.565528197,1341
R1156,239,1,16.56,0.594097319,0.3959,32.037,36.49,0.1771,-0.1767,0.065833982,0.598070949,0.424105592,0.368518519,0.495631454,1342
R1156,239,2,25.06,0.585589085,0.3228,26.852,25.17,0.134,-0.2051,0.051422398,0.508298999,0.364015283,0.339506173,0.411437649,1343
R1156,239,3,20.65,0.551174305,0.3261,22.037,15.24,0.1188,-0.3329,0.062735722,0.534988381,0.318860716,0.268518519,0.410643368,1344
R1156,239,4,26.25,0.553238386,0.2861,22.778,14.78,0.0881,-0.3395,0.062521839,0.507898162,0.342827371,0.288271605,0.413026211,1345
R1156,239,5,18.6,0.542284366,0.3157,22.963,9.93,0.126,-0.2943,0.071922145,0.600207786,0.34525877,0.281481481,0.463065925,1346
R1156,245,1,25.11,0.372933582,0.2051,14.259,5.54,0.1252,-0.3279,0.048245978,0.395876922,0.267106634,0.263580247,0.271644162,1347
R1156,245,2,20.58,0.382413824,0.2655,15.37,9.93,0.0662,-0.4027,0.062657034,0.404540898,0.259465092,0.239506173,0.289912629,1348
R1156,245,3,30.59,0.364118348,0.1851,12.222,9.47,0.0932,-0.3837,0.053088194,0.507442833,0.290031261,0.274074074,0.31056394,1349
R1156,245,4,25.3,0.394793509,0.2824,14.815,10.16,0.1361,-0.2419,0.067148807,0.551643264,0.360889198,0.35308642,0.370929309,1350
R1156,245,5,29.05,0.361735274,0.2032,11.481,9,0.0595,-0.3672,0.063167746,0.507314801,0.288294547,0.266666667,0.316123908,1351
R1156,248,1,19.18,0.694242527,0.365,28.333,15.94,0.1935,-0.1226,0.059103972,0.567018448,0.390413338,0.37962963,0.455123114,1352
R1156,248,2,16.15,0.722255651,0.4017,33.148,17.55,0.1757,-0.2194,0.055713924,0.487734507,0.386592567,0.322222222,0.469420175,1353
R1156,248,3,15.31,0.71711615,0.3554,28.333,15.24,0.1616,-0.3109,0.054475293,0.530325707,0.329281,0.308641975,0.423351867,1354
R1156,248,4,15.45,0.694012251,0.322,27.222,18.71,0.16,-0.3467,0.046258705,0.404724987,0.301493574,0.27962963,0.373312153,1355
R1156,248,5,30.67,0.331541219,0.295,12.037,15.01,0.155,-0.3114,0.046897611,0.499853975,0.324070858,0.278395062,0.382843527,1356
R1156,287,1,11.02,0.709280523,0.4878,36.481,0.23,0.1769,-0.1206,0.080964011,0.666704013,0.458839875,0.371604938,0.571088165,1357
R1156,287,2,22.92,0.651063696,0.3497,22.222,0,0.148,-0.2224,0.059871962,0.543525174,0.354637027,0.291358025,0.444003177,1358
R1156,287,3,25.38,0.647694098,0.3197,23.519,0.23,0.1468,-0.1637,0.062886336,0.549439889,0.41403265,0.345061728,0.502779984,1359
R1156,287,4,24.68,0.657471021,0.3243,21.667,0.23,0.1509,-0.2498,0.063949986,0.634469775,0.353247655,0.261111111,0.486100079,1360
R1156,287,5,21.12,0.695042591,0.3205,25.926,0,0.1437,-0.1623,0.056233918,0.578221178,0.380687739,0.334567901,0.440031771,1361
R1156,385,1,25.11,0.372933582,0.2051,14.259,5.54,0.1252,-0.3279,0.048245978,0.395876922,0.267106634,0.263580247,0.271644162,1362
R1156,392,1,22.76,0.617912475,0.2461,20.741,0,0.1032,-0.3369,0.0483834,0.550118474,0.279610976,0.211111111,0.381254964,1363
R1156,392,2,24.48,0.694503341,0.4094,32.778,0.46,0.1892,-0.1793,0.059419943,0.593505861,0.40291768,0.354320988,0.490071485,1364
R1156,392,3,14.9,0.64930411,0.325,21.667,0,0.1165,-0.2869,0.069329005,0.609223564,0.367836054,0.34382716,0.503574265,1365
R1156,392,4,24.59,0.617665902,0.2913,21.852,0,0.1275,-0.2274,0.052801646,0.496804314,0.351163598,0.281481481,0.440826052,1366
R1156,392,5,14.81,0.624324116,0.2918,23.333,0,0.0983,-0.2267,0.063272522,0.564962969,0.411948593,0.347530864,0.494837172,1367
R1156,416,1,17.65,0.646308459,0.3332,27.407,15.7,0.1888,-0.2776,0.058677271,0.577800568,0.380340396,0.343209877,0.444003177,1368
R1156,416,2,26.91,0.551839306,0.2824,19.815,4.85,0.0904,-0.2643,0.03923077,0.357108704,0.292462661,0.263580247,0.329626688,1369
R1156,416,3,22.88,0.625104926,0.3829,27.222,68.13,0.2509,-0.1095,0.057967919,0.568760303,0.441820076,0.371604938,0.532168388,1370
R1156,416,4,21.07,0.59005476,0.3656,25.926,65.13,0.2033,-0.1475,0.060330232,0.541866873,0.427231678,0.37654321,0.492454329,1371
R1156,416,5,20.23,0.557851097,0.3458,25.185,156.85,0.133,-0.1588,0.058453891,0.601219791,0.38207711,0.328395062,0.478951549,1372
R1156,434,1,20.58,0.551296769,0.3359,21.296,0.69,0.1004,-0.2586,0.056697208,0.486718154,0.342480028,0.30308642,0.393169182,1373
R1156,434,2,24.8,0.572824955,0.3173,23.889,0.69,0.1195,-0.2974,0.047220728,0.417121901,0.292810003,0.256790123,0.347100874,1374
R1156,434,3,16.64,0.577778113,0.4152,26.852,0.23,0.1662,-0.1412,0.082389564,0.676992503,0.474817645,0.414197531,0.552819698,1375
R1156,434,4,31.66,0.546701107,0.3353,25.926,0.69,0.1622,-0.1803,0.058952289,0.487913291,0.378951025,0.358641975,0.447180302,1376
R1156,434,5,22.05,0.53818603,0.2638,20.37,0.92,0.0939,-0.1781,0.068077527,0.539949894,0.417853421,0.37962963,0.467037331,1377
R1156,439,1,19.02,0.586212006,0.3429,26.481,31.18,0.1328,-0.2628,0.064696026,0.532084414,0.372004168,0.322222222,0.436060365,1378
R1156,439,2,14.09,0.634475428,0.3685,23.333,16.4,0.1143,-0.2917,0.0707522,0.602937467,0.349426884,0.308641975,0.447974583,1379
R1156,439,3,23.91,0.641872168,0.3488,24.074,16.17,0.1244,-0.2292,0.065336925,0.641845638,0.390760681,0.317283951,0.562351072,1380
R1156,439,4,16.56,0.594097319,0.3959,32.037,36.49,0.1771,-0.1767,0.065833982,0.598070949,0.424105592,0.368518519,0.495631454,1381
R1156,439,5,21.01,0.552543331,0.315,23.148,55.43,0.1354,-0.2638,0.066576395,0.609587869,0.374088225,0.343209877,0.474980143,1382
R1156,470,1,15.68,0.640977573,0.3275,26.481,132.46,0.1011,-0.3072,0.0546057,0.496863204,0.349426884,0.290123457,0.42573471,1383
R1156,470,2,15.78,0.643708377,0.3318,26.296,103.81,0.0966,-0.2708,0.058575498,0.449771325,0.35255297,0.296296296,0.424940429,1384
R1156,470,3,15.44,0.650530359,0.3358,26.852,117.97,0.0957,-0.2863,0.057278718,0.431826785,0.327891629,0.287037037,0.4050834,1385
R1156,470,4,15.76,0.641521292,0.3338,26.296,120.8,0.1043,-0.2738,0.060669609,0.506167902,0.350816256,0.294444444,0.429706116,1386
R1156,470,5,15.57,0.643203694,0.3277,26.667,113.98,0.1088,-0.2971,0.055261942,0.492985224,0.359847169,0.297530864,0.440031771,1387
R1156,489,1,15.68,0.640977573,0.3275,26.481,132.46,0.1011,-0.3072,0.0546057,0.496863204,0.349426884,0.290123457,0.42573471,1388
R1156,489,2,15.78,0.643708377,0.3318,26.296,103.81,0.0966,-0.2708,0.058575498,0.449771325,0.35255297,0.296296296,0.424940429,1389
R1156,489,3,15.44,0.650530359,0.3358,26.852,117.97,0.0957,-0.2863,0.057278718,0.431826785,0.327891629,0.287037037,0.4050834,1390
R1156,489,4,15.76,0.641521292,0.3338,26.296,120.8,0.1043,-0.2738,0.060669609,0.506167902,0.350816256,0.294444444,0.429706116,1391
R1156,489,5,15.57,0.643203694,0.3277,26.667,113.98,0.1088,-0.2971,0.055261942,0.492985224,0.359847169,0.297530864,0.440031771,1392
R1189,29,1,30.67,0.33505844,0.1688,13.983,39.44,,,,,,,,1393
R1189,29,2,22.81,0.310157779,0.2054,8.686,0.26,,,,,,,,1394
R1189,29,3,30,0.312574868,0.1857,10.169,0.52,,,,,,,,1395
